"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
2	0.677587062432335	22	22	"Churn"	"Yes"	0.5
3	0.696693924206454	22	22	"Churn"	"Yes"	0.5
4	0.738641166525782	22	22	"Churn"	"Yes"	0.5
5	0.721009682961112	22	22	"Churn"	"Yes"	0.5
6	0.718602640148086	22	22	"Churn"	"Yes"	0.5
7	0.701994004043784	22	22	"Churn"	"Yes"	0.5
8	0.679980813674617	22	22	"Churn"	"Yes"	0.5
9	0.676614824155808	22	22	"Churn"	"Yes"	0.5
10	0.677672894133071	22	22	"Churn"	"Yes"	0.5
11	0.696187028657617	22	22	"Churn"	"Yes"	0.5
12	0.660420427588882	22	22	"Churn"	"Yes"	0.5
13	0.696681888845705	21	22	"Churn"	"Yes"	0.5
14	0.738145299618215	22	22	"Churn"	"Yes"	0.5
15	0.644626637454927	22	22	"Churn"	"Yes"	0.5
16	0.670353043912176	22	22	"Churn"	"Yes"	0.5
17	0.702154356060606	22	22	"Churn"	"Yes"	0.5
18	0.665771958802954	22	22	"Churn"	"Yes"	0.5
19	0.669819497305649	22	22	"Churn"	"Yes"	0.5
20	0.724243346428374	22	22	"Churn"	"Yes"	0.5
21	0.750177080698204	22	22	"Churn"	"Yes"	0.5
22	0.698811505142321	22	22	"Churn"	"Yes"	0.5
23	0.684695168226663	22	22	"Churn"	"Yes"	0.5
24	0.611311065514032	22	22	"Churn"	"Yes"	0.5
25	0.681266804614222	22	22	"Churn"	"Yes"	0.5
26	0.722809266444937	22	22	"Churn"	"Yes"	0.5
27	0.695057429962705	22	22	"Churn"	"Yes"	0.5
28	0.667254339047256	22	22	"Churn"	"Yes"	0.5
29	0.727227458219977	22	22	"Churn"	"Yes"	0.5
30	0.689351973973446	22	22	"Churn"	"Yes"	0.5
1	0.680778281581817	23	23	"Churn"	"Yes"	0.5
2	0.662844063345998	23	23	"Churn"	"Yes"	0.5
3	0.71355471644846	23	23	"Churn"	"Yes"	0.5
4	0.68938373253493	23	23	"Churn"	"Yes"	0.5
5	0.698862514087862	23	23	"Churn"	"Yes"	0.5
6	0.74001372255489	23	23	"Churn"	"Yes"	0.5
7	0.676640093287138	23	23	"Churn"	"Yes"	0.5
8	0.659903575733226	23	23	"Churn"	"Yes"	0.5
9	0.761136794061945	23	23	"Churn"	"Yes"	0.5
10	0.64716054583144	23	23	"Churn"	"Yes"	0.5
11	0.698090616123403	23	23	"Churn"	"Yes"	0.5
12	0.661064096051148	22	23	"Churn"	"Yes"	0.5
13	0.596780266226195	23	23	"Churn"	"Yes"	0.5
14	0.737953303527074	23	23	"Churn"	"Yes"	0.5
15	0.713537128051402	22	23	"Churn"	"Yes"	0.5
16	0.708297024411215	23	23	"Churn"	"Yes"	0.5
17	0.715733091661148	23	23	"Churn"	"Yes"	0.5
18	0.734001033117144	23	23	"Churn"	"Yes"	0.5
19	0.671225531365075	23	23	"Churn"	"Yes"	0.5
20	0.724604451595602	23	23	"Churn"	"Yes"	0.5
21	0.682316478218447	23	23	"Churn"	"Yes"	0.5
22	0.705020507279213	23	23	"Churn"	"Yes"	0.5
23	0.691449532001012	23	23	"Churn"	"Yes"	0.5
24	0.635659731074924	22	23	"Churn"	"Yes"	0.5
25	0.722345296115788	23	23	"Churn"	"Yes"	0.5
26	0.716076273453323	23	23	"Churn"	"Yes"	0.5
27	0.722617848750779	23	23	"Churn"	"Yes"	0.5
28	0.725982129670654	23	23	"Churn"	"Yes"	0.5
29	0.636098104793757	23	23	"Churn"	"Yes"	0.5
30	0.676783319924913	23	23	"Churn"	"Yes"	0.5
1	0.712780008453085	24	24	"Churn"	"Yes"	0.5
2	0.655397727272727	23	24	"Churn"	"Yes"	0.5
3	0.745731167681816	24	24	"Churn"	"Yes"	0.5
4	0.750980392156863	24	24	"Churn"	"Yes"	0.5
5	0.738656178302196	24	24	"Churn"	"Yes"	0.5
6	0.696980255516841	22	24	"Churn"	"Yes"	0.5
7	0.688459483093665	24	24	"Churn"	"Yes"	0.5
8	0.658913003788397	24	24	"Churn"	"Yes"	0.5
9	0.668405025655781	24	24	"Churn"	"Yes"	0.5
10	0.719482729283648	24	24	"Churn"	"Yes"	0.5
11	0.655882980995089	24	24	"Churn"	"Yes"	0.5
12	0.702091494041947	24	24	"Churn"	"Yes"	0.5
13	0.670072115384615	24	24	"Churn"	"Yes"	0.5
14	0.667663565204549	23	24	"Churn"	"Yes"	0.5
15	0.713368440502587	24	24	"Churn"	"Yes"	0.5
16	0.701800327332242	24	24	"Churn"	"Yes"	0.5
17	0.691367764778325	24	24	"Churn"	"Yes"	0.5
18	0.696157684630739	24	24	"Churn"	"Yes"	0.5
19	0.73167211328976	24	24	"Churn"	"Yes"	0.5
20	0.651428393213573	24	24	"Churn"	"Yes"	0.5
21	0.651288322006188	24	24	"Churn"	"Yes"	0.5
22	0.709830339321357	24	24	"Churn"	"Yes"	0.5
23	0.678714814146517	24	24	"Churn"	"Yes"	0.5
24	0.688107267780801	23	24	"Churn"	"Yes"	0.5
25	0.691717019133938	24	24	"Churn"	"Yes"	0.5
26	0.72243876342237	24	24	"Churn"	"Yes"	0.5
27	0.689059035476718	24	24	"Churn"	"Yes"	0.5
28	0.712914299242424	24	24	"Churn"	"Yes"	0.5
29	0.654192045395388	24	24	"Churn"	"Yes"	0.5
30	0.699702302445642	24	24	"Churn"	"Yes"	0.5
1	0.69660030315768	25	25	"Churn"	"Yes"	0.5
2	0.703539479664342	25	25	"Churn"	"Yes"	0.5
3	0.694326532475238	25	25	"Churn"	"Yes"	0.5
4	0.675806938159879	25	25	"Churn"	"Yes"	0.5
5	0.718283420273334	25	25	"Churn"	"Yes"	0.5
6	0.667076630746004	24	25	"Churn"	"Yes"	0.5
7	0.690262903975127	25	25	"Churn"	"Yes"	0.5
8	0.679628293035005	24	25	"Churn"	"Yes"	0.5
9	0.719280756166002	25	25	"Churn"	"Yes"	0.5
10	0.717684967896411	25	25	"Churn"	"Yes"	0.5
11	0.699415338759601	24	25	"Churn"	"Yes"	0.5
12	0.706828690435248	25	25	"Churn"	"Yes"	0.5
13	0.697619843924192	25	25	"Churn"	"Yes"	0.5
14	0.697288074712644	25	25	"Churn"	"Yes"	0.5
15	0.661836567687632	25	25	"Churn"	"Yes"	0.5
16	0.688872255489022	25	25	"Churn"	"Yes"	0.5
17	0.734864288112022	25	25	"Churn"	"Yes"	0.5
18	0.693893129770992	24	25	"Churn"	"Yes"	0.5
19	0.67636165577342	25	25	"Churn"	"Yes"	0.5
20	0.672641622420057	24	25	"Churn"	"Yes"	0.5
21	0.673224476094567	23	25	"Churn"	"Yes"	0.5
22	0.646243945715245	25	25	"Churn"	"Yes"	0.5
23	0.664891098484849	23	25	"Churn"	"Yes"	0.5
24	0.72627404780412	25	25	"Churn"	"Yes"	0.5
25	0.709514328808446	25	25	"Churn"	"Yes"	0.5
26	0.73195173453997	25	25	"Churn"	"Yes"	0.5
27	0.720719795517824	25	25	"Churn"	"Yes"	0.5
28	0.679671876393188	25	25	"Churn"	"Yes"	0.5
29	0.694602272727273	25	25	"Churn"	"Yes"	0.5
30	0.734016712009328	25	25	"Churn"	"Yes"	0.5
1	0.671399541134054	23	26	"Churn"	"Yes"	0.5
2	0.696469560878244	25	26	"Churn"	"Yes"	0.5
3	0.71683257918552	25	26	"Churn"	"Yes"	0.5
4	0.740088480517271	26	26	"Churn"	"Yes"	0.5
5	0.674681826991408	26	26	"Churn"	"Yes"	0.5
6	0.684275599979176	26	26	"Churn"	"Yes"	0.5
7	0.700518593473311	24	26	"Churn"	"Yes"	0.5
8	0.698631279259533	26	26	"Churn"	"Yes"	0.5
9	0.740424231309982	26	26	"Churn"	"Yes"	0.5
10	0.716601315456615	26	26	"Churn"	"Yes"	0.5
11	0.674993191721133	26	26	"Churn"	"Yes"	0.5
12	0.741002556027203	26	26	"Churn"	"Yes"	0.5
13	0.706406359597849	26	26	"Churn"	"Yes"	0.5
14	0.611332644119529	24	26	"Churn"	"Yes"	0.5
15	0.677750500678338	26	26	"Churn"	"Yes"	0.5
16	0.684337574850299	21	26	"Churn"	"Yes"	0.5
17	0.733481403292724	24	26	"Churn"	"Yes"	0.5
18	0.701819459628299	26	26	"Churn"	"Yes"	0.5
19	0.691911492978566	26	26	"Churn"	"Yes"	0.5
20	0.707708295128064	26	26	"Churn"	"Yes"	0.5
21	0.686364116652578	26	26	"Churn"	"Yes"	0.5
22	0.738383769227258	26	26	"Churn"	"Yes"	0.5
23	0.664505142547817	25	26	"Churn"	"Yes"	0.5
24	0.715065007494162	23	26	"Churn"	"Yes"	0.5
25	0.72620814479638	26	26	"Churn"	"Yes"	0.5
26	0.710636500754148	26	26	"Churn"	"Yes"	0.5
27	0.678770095971636	26	26	"Churn"	"Yes"	0.5
28	0.668343514193317	26	26	"Churn"	"Yes"	0.5
29	0.69438268580975	25	26	"Churn"	"Yes"	0.5
30	0.67603408718453	26	26	"Churn"	"Yes"	0.5
1	0.71428662412269	25	27	"Churn"	"Yes"	0.5
2	0.661368468751089	27	27	"Churn"	"Yes"	0.5
3	0.712082478388106	24	27	"Churn"	"Yes"	0.5
4	0.662312874251497	26	27	"Churn"	"Yes"	0.5
5	0.741856997095989	27	27	"Churn"	"Yes"	0.5
6	0.63183025550215	26	27	"Churn"	"Yes"	0.5
7	0.693738932456362	27	27	"Churn"	"Yes"	0.5
8	0.696417873953176	25	27	"Churn"	"Yes"	0.5
9	0.691592261904762	27	27	"Churn"	"Yes"	0.5
10	0.686680144538557	26	27	"Churn"	"Yes"	0.5
11	0.677214099345247	23	27	"Churn"	"Yes"	0.5
12	0.740766550522648	27	27	"Churn"	"Yes"	0.5
13	0.669666562548805	27	27	"Churn"	"Yes"	0.5
14	0.715191723170447	23	27	"Churn"	"Yes"	0.5
15	0.690591646141215	25	27	"Churn"	"Yes"	0.5
16	0.665473615208129	27	27	"Churn"	"Yes"	0.5
17	0.649023435230692	27	27	"Churn"	"Yes"	0.5
18	0.693647058823529	26	27	"Churn"	"Yes"	0.5
19	0.692833335398417	24	27	"Churn"	"Yes"	0.5
20	0.712507374631268	27	27	"Churn"	"Yes"	0.5
21	0.671863741672302	26	27	"Churn"	"Yes"	0.5
22	0.681887645944129	27	27	"Churn"	"Yes"	0.5
23	0.708317167529459	22	27	"Churn"	"Yes"	0.5
24	0.699693401067323	27	27	"Churn"	"Yes"	0.5
25	0.683048180924287	27	27	"Churn"	"Yes"	0.5
26	0.713160569105691	26	27	"Churn"	"Yes"	0.5
27	0.699253731343284	24	27	"Churn"	"Yes"	0.5
28	0.659306847831438	27	27	"Churn"	"Yes"	0.5
29	0.703734539969834	27	27	"Churn"	"Yes"	0.5
30	0.715901471574267	27	27	"Churn"	"Yes"	0.5
1	0.65587784193432	26	28	"Churn"	"Yes"	0.5
2	0.720778274387874	28	28	"Churn"	"Yes"	0.5
3	0.690784832451499	26	28	"Churn"	"Yes"	0.5
4	0.654954912027827	26	28	"Churn"	"Yes"	0.5
5	0.694868899318912	26	28	"Churn"	"Yes"	0.5
6	0.723228501917026	25	28	"Churn"	"Yes"	0.5
7	0.73526290565521	28	28	"Churn"	"Yes"	0.5
8	0.697098496184745	23	28	"Churn"	"Yes"	0.5
9	0.678816070734551	28	28	"Churn"	"Yes"	0.5
10	0.678213407721604	28	28	"Churn"	"Yes"	0.5
11	0.646705500789485	28	28	"Churn"	"Yes"	0.5
12	0.680623683993836	28	28	"Churn"	"Yes"	0.5
13	0.726304198024618	28	28	"Churn"	"Yes"	0.5
14	0.650093675302022	25	28	"Churn"	"Yes"	0.5
15	0.704442771084337	23	28	"Churn"	"Yes"	0.5
16	0.688966077228437	27	28	"Churn"	"Yes"	0.5
17	0.685722677792164	28	28	"Churn"	"Yes"	0.5
18	0.730225722576026	23	28	"Churn"	"Yes"	0.5
19	0.671711037699184	26	28	"Churn"	"Yes"	0.5
20	0.702972037887811	27	28	"Churn"	"Yes"	0.5
21	0.687113128233555	26	28	"Churn"	"Yes"	0.5
22	0.648444852109069	28	28	"Churn"	"Yes"	0.5
23	0.687860880548538	25	28	"Churn"	"Yes"	0.5
24	0.699731119943886	28	28	"Churn"	"Yes"	0.5
25	0.703016815034619	28	28	"Churn"	"Yes"	0.5
26	0.657911859365378	28	28	"Churn"	"Yes"	0.5
27	0.688796625281116	28	28	"Churn"	"Yes"	0.5
28	0.721298718874053	28	28	"Churn"	"Yes"	0.5
29	0.702087232715104	27	28	"Churn"	"Yes"	0.5
30	0.709043764229699	23	28	"Churn"	"Yes"	0.5
1	0.719388080043818	29	29	"Churn"	"Yes"	0.5
2	0.705717423606176	29	29	"Churn"	"Yes"	0.5
3	0.672939992612124	27	29	"Churn"	"Yes"	0.5
4	0.690789904949197	22	29	"Churn"	"Yes"	0.5
5	0.688847305389222	25	29	"Churn"	"Yes"	0.5
6	0.739893751581078	23	29	"Churn"	"Yes"	0.5
7	0.7123974416952	29	29	"Churn"	"Yes"	0.5
8	0.701183431952663	29	29	"Churn"	"Yes"	0.5
9	0.710609176571741	28	29	"Churn"	"Yes"	0.5
10	0.675016534391534	27	29	"Churn"	"Yes"	0.5
11	0.711283866995074	28	29	"Churn"	"Yes"	0.5
12	0.707288987608137	28	29	"Churn"	"Yes"	0.5
13	0.69119845247516	24	29	"Churn"	"Yes"	0.5
14	0.693656771525624	24	29	"Churn"	"Yes"	0.5
15	0.682157385883347	24	29	"Churn"	"Yes"	0.5
16	0.709419957417275	29	29	"Churn"	"Yes"	0.5
17	0.674284758447223	29	29	"Churn"	"Yes"	0.5
18	0.742839607201309	29	29	"Churn"	"Yes"	0.5
19	0.705067873303167	26	29	"Churn"	"Yes"	0.5
20	0.725623192836308	29	29	"Churn"	"Yes"	0.5
21	0.68587297780491	23	29	"Churn"	"Yes"	0.5
22	0.699062378546444	25	29	"Churn"	"Yes"	0.5
23	0.724734451970443	29	29	"Churn"	"Yes"	0.5
24	0.690273210220086	25	29	"Churn"	"Yes"	0.5
25	0.696909636699507	28	29	"Churn"	"Yes"	0.5
26	0.711609277085083	28	29	"Churn"	"Yes"	0.5
27	0.67309131736527	26	29	"Churn"	"Yes"	0.5
28	0.688474080468038	28	29	"Churn"	"Yes"	0.5
29	0.673853971838938	22	29	"Churn"	"Yes"	0.5
30	0.698105951902657	29	29	"Churn"	"Yes"	0.5
1	0.707294785114422	29	30	"Churn"	"Yes"	0.5
2	0.691294657489348	30	30	"Churn"	"Yes"	0.5
3	0.692635258209029	29	30	"Churn"	"Yes"	0.5
4	0.691724511396643	25	30	"Churn"	"Yes"	0.5
5	0.681065074569606	22	30	"Churn"	"Yes"	0.5
6	0.653543063179154	21	30	"Churn"	"Yes"	0.5
7	0.645223983990148	27	30	"Churn"	"Yes"	0.5
8	0.704827338396917	29	30	"Churn"	"Yes"	0.5
9	0.66735321969697	25	30	"Churn"	"Yes"	0.5
10	0.718970817198291	29	30	"Churn"	"Yes"	0.5
11	0.644480462895186	21	30	"Churn"	"Yes"	0.5
12	0.678597454333463	30	30	"Churn"	"Yes"	0.5
13	0.673001205303335	23	30	"Churn"	"Yes"	0.5
14	0.750044671042443	26	30	"Churn"	"Yes"	0.5
15	0.713240418118467	30	30	"Churn"	"Yes"	0.5
16	0.715141512317379	30	30	"Churn"	"Yes"	0.5
17	0.670526195116359	28	30	"Churn"	"Yes"	0.5
18	0.689311079545455	30	30	"Churn"	"Yes"	0.5
19	0.694937239059059	30	30	"Churn"	"Yes"	0.5
20	0.702523762700754	25	30	"Churn"	"Yes"	0.5
21	0.681269196730699	29	30	"Churn"	"Yes"	0.5
22	0.680458865945592	30	30	"Churn"	"Yes"	0.5
23	0.699375696767001	30	30	"Churn"	"Yes"	0.5
24	0.653181734824867	26	30	"Churn"	"Yes"	0.5
25	0.728492303265717	30	30	"Churn"	"Yes"	0.5
26	0.670178803292554	27	30	"Churn"	"Yes"	0.5
27	0.701242609016999	29	30	"Churn"	"Yes"	0.5
28	0.687660071235422	27	30	"Churn"	"Yes"	0.5
29	0.719264913962299	25	30	"Churn"	"Yes"	0.5
30	0.725136126893939	24	30	"Churn"	"Yes"	0.5
1	0.549687378963094	1	1	"Churn"	"Yes"	0.7
2	0.540589778468714	1	1	"Churn"	"Yes"	0.7
3	0.541284824647656	1	1	"Churn"	"Yes"	0.7
4	0.566632702311364	1	1	"Churn"	"Yes"	0.7
5	0.536139128308576	1	1	"Churn"	"Yes"	0.7
6	0.555412672433949	1	1	"Churn"	"Yes"	0.7
7	0.528971938808004	1	1	"Churn"	"Yes"	0.7
8	0.552669660678643	1	1	"Churn"	"Yes"	0.7
9	0.565223817567568	1	1	"Churn"	"Yes"	0.7
10	0.5	0	1	"Churn"	"Yes"	0.7
11	0.552846445326597	1	1	"Churn"	"Yes"	0.7
12	0.552356604392003	1	1	"Churn"	"Yes"	0.7
13	0.584280439265334	1	1	"Churn"	"Yes"	0.7
14	0.53375748502994	1	1	"Churn"	"Yes"	0.7
15	0.589434164655404	1	1	"Churn"	"Yes"	0.7
16	0.574046719954257	1	1	"Churn"	"Yes"	0.7
17	0.568587824351297	1	1	"Churn"	"Yes"	0.7
18	0.590045535036681	1	1	"Churn"	"Yes"	0.7
19	0.5778148682786	1	1	"Churn"	"Yes"	0.7
20	0.56931497869551	1	1	"Churn"	"Yes"	0.7
21	0.571419206817437	1	1	"Churn"	"Yes"	0.7
22	0.571220734763739	1	1	"Churn"	"Yes"	0.7
23	0.584210455202605	1	1	"Churn"	"Yes"	0.7
24	0.546881072677808	1	1	"Churn"	"Yes"	0.7
25	0.5	0	1	"Churn"	"Yes"	0.7
26	0.594272266030931	1	1	"Churn"	"Yes"	0.7
27	0.584583741187258	1	1	"Churn"	"Yes"	0.7
28	0.548178642714571	1	1	"Churn"	"Yes"	0.7
29	0.568587824351297	1	1	"Churn"	"Yes"	0.7
30	0.57571189910942	1	1	"Churn"	"Yes"	0.7
1	0.56440244510978	2	2	"Churn"	"Yes"	0.7
2	0.655007102272727	2	2	"Churn"	"Yes"	0.7
3	0.564956530792858	2	2	"Churn"	"Yes"	0.7
4	0.539209347172594	2	2	"Churn"	"Yes"	0.7
5	0.612936654482421	2	2	"Churn"	"Yes"	0.7
6	0.678131662252083	2	2	"Churn"	"Yes"	0.7
7	0.541707928357479	2	2	"Churn"	"Yes"	0.7
8	0.662020407100838	2	2	"Churn"	"Yes"	0.7
9	0.63394341646554	2	2	"Churn"	"Yes"	0.7
10	0.639758238118894	2	2	"Churn"	"Yes"	0.7
11	0.584529776035975	2	2	"Churn"	"Yes"	0.7
12	0.594482847729181	2	2	"Churn"	"Yes"	0.7
13	0.627575630649498	2	2	"Churn"	"Yes"	0.7
14	0.562962278106509	2	2	"Churn"	"Yes"	0.7
15	0.623010229540918	2	2	"Churn"	"Yes"	0.7
16	0.642316682655281	2	2	"Churn"	"Yes"	0.7
17	0.533802899228431	2	2	"Churn"	"Yes"	0.7
18	0.548787572472609	2	2	"Churn"	"Yes"	0.7
19	0.552121793925073	2	2	"Churn"	"Yes"	0.7
20	0.551104861390116	2	2	"Churn"	"Yes"	0.7
21	0.543584855896034	2	2	"Churn"	"Yes"	0.7
22	0.560754254993546	2	2	"Churn"	"Yes"	0.7
23	0.554531596452328	2	2	"Churn"	"Yes"	0.7
24	0.558298688458194	2	2	"Churn"	"Yes"	0.7
25	0.540589278073232	2	2	"Churn"	"Yes"	0.7
26	0.619319332435942	2	2	"Churn"	"Yes"	0.7
27	0.616608594657375	2	2	"Churn"	"Yes"	0.7
28	0.556336959271439	2	2	"Churn"	"Yes"	0.7
29	0.555389965226031	2	2	"Churn"	"Yes"	0.7
30	0.552765435334199	2	2	"Churn"	"Yes"	0.7
1	0.57365972529907	3	3	"Churn"	"Yes"	0.7
2	0.608885706749067	3	3	"Churn"	"Yes"	0.7
3	0.641080674133559	3	3	"Churn"	"Yes"	0.7
4	0.652133253343685	3	3	"Churn"	"Yes"	0.7
5	0.628548047696984	3	3	"Churn"	"Yes"	0.7
6	0.612649395955811	3	3	"Churn"	"Yes"	0.7
7	0.562062114399247	3	3	"Churn"	"Yes"	0.7
8	0.666512742576572	3	3	"Churn"	"Yes"	0.7
9	0.573543074324324	3	3	"Churn"	"Yes"	0.7
10	0.556624589490969	3	3	"Churn"	"Yes"	0.7
11	0.64345956377238	3	3	"Churn"	"Yes"	0.7
12	0.648200757575758	3	3	"Churn"	"Yes"	0.7
13	0.630346914264597	3	3	"Churn"	"Yes"	0.7
14	0.678332149621212	3	3	"Churn"	"Yes"	0.7
15	0.634351325757576	3	3	"Churn"	"Yes"	0.7
16	0.639805938742109	3	3	"Churn"	"Yes"	0.7
17	0.640809687103541	3	3	"Churn"	"Yes"	0.7
18	0.635422024783727	3	3	"Churn"	"Yes"	0.7
19	0.621089331576776	3	3	"Churn"	"Yes"	0.7
20	0.573886251378699	3	3	"Churn"	"Yes"	0.7
21	0.606184241290624	3	3	"Churn"	"Yes"	0.7
22	0.650371993244785	3	3	"Churn"	"Yes"	0.7
23	0.603492489207279	3	3	"Churn"	"Yes"	0.7
24	0.622402452619844	3	3	"Churn"	"Yes"	0.7
25	0.635058921143216	3	3	"Churn"	"Yes"	0.7
26	0.598355645210587	3	3	"Churn"	"Yes"	0.7
27	0.679465617186361	3	3	"Churn"	"Yes"	0.7
28	0.640233465699028	3	3	"Churn"	"Yes"	0.7
29	0.648258499630451	3	3	"Churn"	"Yes"	0.7
30	0.593328453414201	3	3	"Churn"	"Yes"	0.7
1	0.673066813374901	4	4	"Churn"	"Yes"	0.7
2	0.666916167664671	4	4	"Churn"	"Yes"	0.7
3	0.669583189393308	4	4	"Churn"	"Yes"	0.7
4	0.664972550218452	4	4	"Churn"	"Yes"	0.7
5	0.639086265281524	4	4	"Churn"	"Yes"	0.7
6	0.598942015431377	4	4	"Churn"	"Yes"	0.7
7	0.636108882010521	4	4	"Churn"	"Yes"	0.7
8	0.663014198162591	4	4	"Churn"	"Yes"	0.7
9	0.662402452619844	4	4	"Churn"	"Yes"	0.7
10	0.690518387239699	4	4	"Churn"	"Yes"	0.7
11	0.67372866213206	4	4	"Churn"	"Yes"	0.7
12	0.617095112712491	4	4	"Churn"	"Yes"	0.7
13	0.687394336432798	4	4	"Churn"	"Yes"	0.7
14	0.599426043976349	4	4	"Churn"	"Yes"	0.7
15	0.640277523075983	4	4	"Churn"	"Yes"	0.7
16	0.722060957910015	4	4	"Churn"	"Yes"	0.7
17	0.67255628384155	4	4	"Churn"	"Yes"	0.7
18	0.715146339479708	4	4	"Churn"	"Yes"	0.7
19	0.646166019277802	4	4	"Churn"	"Yes"	0.7
20	0.598353723182484	4	4	"Churn"	"Yes"	0.7
21	0.66256494895776	4	4	"Churn"	"Yes"	0.7
22	0.625888953744625	4	4	"Churn"	"Yes"	0.7
23	0.649782546743157	4	4	"Churn"	"Yes"	0.7
24	0.58252508361204	4	4	"Churn"	"Yes"	0.7
25	0.636706062793215	4	4	"Churn"	"Yes"	0.7
26	0.650098504466775	4	4	"Churn"	"Yes"	0.7
27	0.632235079453067	4	4	"Churn"	"Yes"	0.7
28	0.676290458039925	4	4	"Churn"	"Yes"	0.7
29	0.660157659689643	4	4	"Churn"	"Yes"	0.7
30	0.649138894286825	4	4	"Churn"	"Yes"	0.7
1	0.646413273001508	5	5	"Churn"	"Yes"	0.7
2	0.724357025952771	5	5	"Churn"	"Yes"	0.7
3	0.692842614116653	5	5	"Churn"	"Yes"	0.7
4	0.677949464153732	5	5	"Churn"	"Yes"	0.7
5	0.635823793584047	5	5	"Churn"	"Yes"	0.7
6	0.691163291928989	5	5	"Churn"	"Yes"	0.7
7	0.697269134028027	5	5	"Churn"	"Yes"	0.7
8	0.654044738978269	5	5	"Churn"	"Yes"	0.7
9	0.651756535947712	5	5	"Churn"	"Yes"	0.7
10	0.675275685521587	5	5	"Churn"	"Yes"	0.7
11	0.69425027456554	5	5	"Churn"	"Yes"	0.7
12	0.668176147704591	5	5	"Churn"	"Yes"	0.7
13	0.682427643580002	5	5	"Churn"	"Yes"	0.7
14	0.650002835914015	5	5	"Churn"	"Yes"	0.7
15	0.683630195080577	5	5	"Churn"	"Yes"	0.7
16	0.640084531675087	5	5	"Churn"	"Yes"	0.7
17	0.705136888021581	5	5	"Churn"	"Yes"	0.7
18	0.681125249500998	5	5	"Churn"	"Yes"	0.7
19	0.665650235803346	5	5	"Churn"	"Yes"	0.7
20	0.654811080392476	5	5	"Churn"	"Yes"	0.7
21	0.642350461417897	5	5	"Churn"	"Yes"	0.7
22	0.685523652921831	5	5	"Churn"	"Yes"	0.7
23	0.671974800399202	5	5	"Churn"	"Yes"	0.7
24	0.704428642714571	5	5	"Churn"	"Yes"	0.7
25	0.673081808943089	5	5	"Churn"	"Yes"	0.7
26	0.693858220211161	5	5	"Churn"	"Yes"	0.7
27	0.648633982035928	5	5	"Churn"	"Yes"	0.7
28	0.689206636500754	5	5	"Churn"	"Yes"	0.7
29	0.677780239255649	5	5	"Churn"	"Yes"	0.7
30	0.659359211037699	5	5	"Churn"	"Yes"	0.7
1	0.717124517968622	6	6	"Churn"	"Yes"	0.7
2	0.695322275153533	6	6	"Churn"	"Yes"	0.7
3	0.688924580318023	6	6	"Churn"	"Yes"	0.7
4	0.695404363933736	6	6	"Churn"	"Yes"	0.7
5	0.642533038398276	6	6	"Churn"	"Yes"	0.7
6	0.712719884851032	6	6	"Churn"	"Yes"	0.7
7	0.687402714932127	6	6	"Churn"	"Yes"	0.7
8	0.709019607843137	6	6	"Churn"	"Yes"	0.7
9	0.684416574279379	6	6	"Churn"	"Yes"	0.7
10	0.748559131736527	6	6	"Churn"	"Yes"	0.7
11	0.671821174726377	6	6	"Churn"	"Yes"	0.7
12	0.703178267045454	6	6	"Churn"	"Yes"	0.7
13	0.630241555997072	6	6	"Churn"	"Yes"	0.7
14	0.680586051339375	6	6	"Churn"	"Yes"	0.7
15	0.675136020976729	6	6	"Churn"	"Yes"	0.7
16	0.725300255261084	6	6	"Churn"	"Yes"	0.7
17	0.758347087230271	6	6	"Churn"	"Yes"	0.7
18	0.734094534674857	6	6	"Churn"	"Yes"	0.7
19	0.664193061840121	6	6	"Churn"	"Yes"	0.7
20	0.68741727144096	6	6	"Churn"	"Yes"	0.7
21	0.670300662878788	6	6	"Churn"	"Yes"	0.7
22	0.69811626746507	6	6	"Churn"	"Yes"	0.7
23	0.665211817168339	6	6	"Churn"	"Yes"	0.7
24	0.712269176136364	6	6	"Churn"	"Yes"	0.7
25	0.723976586150155	6	6	"Churn"	"Yes"	0.7
26	0.680839710552345	6	6	"Churn"	"Yes"	0.7
27	0.716155948784348	6	6	"Churn"	"Yes"	0.7
28	0.698893229166667	6	6	"Churn"	"Yes"	0.7
29	0.757784206218395	6	6	"Churn"	"Yes"	0.7
30	0.686331682865701	6	6	"Churn"	"Yes"	0.7
1	0.684968862667978	7	7	"Churn"	"Yes"	0.7
2	0.702103876402252	7	7	"Churn"	"Yes"	0.7
3	0.650571895424837	7	7	"Churn"	"Yes"	0.7
4	0.683124627310674	7	7	"Churn"	"Yes"	0.7
5	0.722192913039655	7	7	"Churn"	"Yes"	0.7
6	0.646732685371966	7	7	"Churn"	"Yes"	0.7
7	0.664389371071375	7	7	"Churn"	"Yes"	0.7
8	0.731437960946158	7	7	"Churn"	"Yes"	0.7
9	0.743765885004556	7	7	"Churn"	"Yes"	0.7
10	0.716595499405959	7	7	"Churn"	"Yes"	0.7
11	0.622328735094693	7	7	"Churn"	"Yes"	0.7
12	0.713736107153035	7	7	"Churn"	"Yes"	0.7
13	0.66015037593985	7	7	"Churn"	"Yes"	0.7
14	0.665553342401865	7	7	"Churn"	"Yes"	0.7
15	0.724629762218789	7	7	"Churn"	"Yes"	0.7
16	0.701549591492081	7	7	"Churn"	"Yes"	0.7
