"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"
22	0.745699870040517	15	18	"Heart"
23	0.796923076923077	17	18	"Heart"
24	0.796641791044776	13	18	"Heart"
25	0.799334392254746	15	18	"Heart"
26	0.843589939607064	16	18	"Heart"
27	0.788666818078583	14	18	"Heart"
28	0.773305084745763	12	18	"Heart"
29	0.756534813786722	12	18	"Heart"
30	0.795494665745644	17	18	"Heart"
1	0.774205777541891	17	19	"Heart"
2	0.812991530550514	13	19	"Heart"
3	0.79421768707483	15	19	"Heart"
4	0.78804347826087	15	19	"Heart"
5	0.766161151960784	16	19	"Heart"
6	0.803570063450807	16	19	"Heart"
7	0.81447619047619	13	19	"Heart"
8	0.769016697588126	14	19	"Heart"
9	0.794184981684982	15	19	"Heart"
10	0.771495736712089	16	19	"Heart"
11	0.773669086509377	14	19	"Heart"
12	0.786489419424851	15	19	"Heart"
13	0.806980721393035	15	19	"Heart"
14	0.803092470177038	14	19	"Heart"
15	0.80862055671216	15	19	"Heart"
16	0.852521298641492	16	19	"Heart"
17	0.807050092764378	15	19	"Heart"
18	0.808756805807623	11	19	"Heart"
19	0.809230769230769	14	19	"Heart"
20	0.818952114427861	18	19	"Heart"
21	0.835034013605442	16	19	"Heart"
22	0.836054104477612	16	19	"Heart"
23	0.786924751243781	14	19	"Heart"
24	0.786437946120193	16	19	"Heart"
25	0.784380952380952	13	19	"Heart"
26	0.793861325586729	16	19	"Heart"
27	0.813339473482232	13	19	"Heart"
28	0.772727272727273	13	19	"Heart"
29	0.789652247667515	14	19	"Heart"
30	0.815244242569129	17	19	"Heart"
1	0.734685945273632	17	20	"Heart"
2	0.788164862997928	15	20	"Heart"
3	0.779922027290448	15	20	"Heart"
4	0.791059502125076	12	20	"Heart"
5	0.788310983644679	15	20	"Heart"
6	0.796952380952381	15	20	"Heart"
7	0.769764957264957	13	20	"Heart"
8	0.803800366300366	14	20	"Heart"
9	0.80028285299289	16	20	"Heart"
10	0.761644251956538	13	20	"Heart"
11	0.819318094946869	15	20	"Heart"
12	0.794884971143964	15	20	"Heart"
13	0.761013645224172	12	20	"Heart"
14	0.756448075032146	15	20	"Heart"
15	0.841130604288499	14	20	"Heart"
16	0.751891646489104	12	20	"Heart"
17	0.800788497217069	14	20	"Heart"
18	0.797398052343275	14	20	"Heart"
19	0.772190476190476	12	20	"Heart"
20	0.779338398956175	15	20	"Heart"
21	0.791898577612863	15	20	"Heart"
22	0.790095238095238	14	20	"Heart"
23	0.794687327061428	15	20	"Heart"
24	0.841368886132858	15	20	"Heart"
25	0.798065853096938	12	20	"Heart"
26	0.806929181929182	14	20	"Heart"
27	0.821207126599168	18	20	"Heart"
28	0.821052631578947	12	20	"Heart"
29	0.81847619047619	16	20	"Heart"
30	0.821873102610807	16	20	"Heart"
1	0.791666666666667	17	21	"Heart"
2	0.787090336940671	15	21	"Heart"
3	0.793610074626866	13	21	"Heart"
4	0.811830408023706	13	21	"Heart"
5	0.819238095238095	17	21	"Heart"
6	0.762219186399514	13	21	"Heart"
7	0.786999374217772	15	21	"Heart"
8	0.800671550671551	18	21	"Heart"
9	0.791898577612863	14	21	"Heart"
10	0.79014875531269	15	21	"Heart"
11	0.801282051282051	16	21	"Heart"
12	0.804166666666667	17	21	"Heart"
13	0.769450227465495	15	21	"Heart"
14	0.838157071339174	18	21	"Heart"
15	0.786254873480621	11	21	"Heart"
16	0.790654637982882	15	21	"Heart"
17	0.784013605442177	15	21	"Heart"
18	0.810109289617486	15	21	"Heart"
19	0.777956495098039	16	21	"Heart"
20	0.799402573529412	16	21	"Heart"
21	0.778083028083028	15	21	"Heart"
22	0.785356695869837	15	21	"Heart"
23	0.761714285714286	12	21	"Heart"
24	0.804496171051634	15	21	"Heart"
25	0.817867833294957	15	21	"Heart"
26	0.782416044776119	14	21	"Heart"
27	0.776153846153846	16	21	"Heart"
28	0.787964090079124	15	21	"Heart"
29	0.799325980392157	16	21	"Heart"
30	0.782331721544247	14	21	"Heart"
1	0.851935874168179	15	22	"Heart"
2	0.79850181598063	16	22	"Heart"
3	0.77047619047619	13	22	"Heart"
4	0.798736532051779	16	22	"Heart"
5	0.84259610281295	17	22	"Heart"
6	0.770073546136932	14	22	"Heart"
7	0.757383148593132	15	22	"Heart"
8	0.798863636363636	17	22	"Heart"
9	0.837835775335775	14	22	"Heart"
10	0.807291666666667	13	22	"Heart"
11	0.804867893103187	12	22	"Heart"
12	0.809398981840286	14	22	"Heart"
13	0.778113294090666	17	22	"Heart"
14	0.808424432382845	16	22	"Heart"
15	0.74	15	22	"Heart"
16	0.743496672716273	13	22	"Heart"
17	0.794666666666667	14	22	"Heart"
18	0.7826481944129	14	22	"Heart"
19	0.77897062243237	13	22	"Heart"
20	0.815027573529412	17	22	"Heart"
21	0.828076923076923	13	22	"Heart"
22	0.784126984126984	13	22	"Heart"
23	0.833979180913304	15	22	"Heart"
24	0.782954545454545	15	22	"Heart"
25	0.774253731343284	11	22	"Heart"
26	0.795428484060852	14	22	"Heart"
27	0.788310983644679	18	22	"Heart"
28	0.749450299492001	17	22	"Heart"
29	0.792761904761905	14	22	"Heart"
30	0.748952380952381	13	22	"Heart"
1	0.804761904761905	14	23	"Heart"
2	0.763467821594104	15	23	"Heart"
3	0.756357230392157	12	23	"Heart"
4	0.759738283627511	18	23	"Heart"
5	0.752307692307692	12	23	"Heart"
6	0.783076923076923	16	23	"Heart"
7	0.764169730392157	15	23	"Heart"
8	0.821073328706917	11	23	"Heart"
9	0.791743970315399	16	23	"Heart"
10	0.793581495098039	13	23	"Heart"
11	0.814255189255189	13	23	"Heart"
12	0.83059399128507	16	23	"Heart"
13	0.807050092764378	16	23	"Heart"
14	0.75125	15	23	"Heart"
15	0.817391304347826	11	23	"Heart"
16	0.776959091257963	14	23	"Heart"
17	0.812692307692308	15	23	"Heart"
18	0.753401360544218	13	23	"Heart"
19	0.8	15	23	"Heart"
20	0.832759699624531	16	23	"Heart"
21	0.845454545454545	15	23	"Heart"
22	0.810057997557998	13	23	"Heart"
23	0.78228021978022	14	23	"Heart"
24	0.824481074481074	16	23	"Heart"
25	0.804190476190476	13	23	"Heart"
26	0.769148284313726	12	23	"Heart"
27	0.741904761904762	13	23	"Heart"
28	0.811151487622076	16	23	"Heart"
29	0.770239278342634	13	23	"Heart"
30	0.77417628621665	15	23	"Heart"
1	0.78952380952381	13	24	"Heart"
2	0.804513009440479	11	24	"Heart"
3	0.784782773523391	13	24	"Heart"
4	0.808886183810103	15	24	"Heart"
5	0.854166666666667	14	24	"Heart"
6	0.8034200968523	17	24	"Heart"
7	0.785719746196774	15	24	"Heart"
8	0.742045454545455	15	24	"Heart"
9	0.757075471698113	15	24	"Heart"
10	0.826285714285714	13	24	"Heart"
11	0.793581495098039	14	24	"Heart"
12	0.810614694931996	15	24	"Heart"
13	0.796713329275715	14	24	"Heart"
14	0.796865489957395	16	24	"Heart"
15	0.8364522417154	15	24	"Heart"
16	0.760760073260073	19	24	"Heart"
17	0.843516791044776	16	24	"Heart"
18	0.794778686644752	15	24	"Heart"
19	0.770036429872495	14	24	"Heart"
20	0.802549751243781	13	24	"Heart"
21	0.792676400886782	14	24	"Heart"
22	0.804916039814604	16	24	"Heart"
23	0.789598651960784	14	24	"Heart"
24	0.812	16	24	"Heart"
25	0.776587301587302	15	24	"Heart"
26	0.807386845554784	14	24	"Heart"
27	0.770154243598511	15	24	"Heart"
28	0.786122661122661	15	24	"Heart"
29	0.758550995024876	14	24	"Heart"
30	0.728758922403868	12	24	"Heart"
1	0.788655877212978	15	25	"Heart"
2	0.808364254792826	14	25	"Heart"
3	0.764199984710649	14	25	"Heart"
4	0.743818681318681	14	25	"Heart"
5	0.817266949152542	16	25	"Heart"
6	0.76058292852186	13	25	"Heart"
7	0.82669429733671	16	25	"Heart"
8	0.798065897102668	15	25	"Heart"
9	0.785637973137973	16	25	"Heart"
10	0.740380952380952	13	25	"Heart"
11	0.805300245098039	15	25	"Heart"
12	0.803484479610469	14	25	"Heart"
13	0.811222551477851	15	25	"Heart"
14	0.756818181818182	14	25	"Heart"
15	0.858846153846154	16	25	"Heart"
16	0.807215073529412	12	25	"Heart"
17	0.81304347826087	17	25	"Heart"
18	0.777845730448743	13	25	"Heart"
19	0.819594750172692	12	25	"Heart"
20	0.823887732284679	17	25	"Heart"
21	0.781635277210498	15	25	"Heart"
22	0.817155067155067	16	25	"Heart"
23	0.784615384615385	14	25	"Heart"
24	0.836173152198941	15	25	"Heart"
25	0.788724893487523	14	25	"Heart"
26	0.821667681071211	17	25	"Heart"
27	0.798406862745098	15	25	"Heart"
28	0.808846153846154	14	25	"Heart"
29	0.79138770541692	14	25	"Heart"
30	0.820982958003652	14	25	"Heart"
1	0.78247619047619	16	26	"Heart"
2	0.790448343079922	15	26	"Heart"
3	0.841666666666667	17	26	"Heart"
4	0.822389870346501	14	26	"Heart"
5	0.768748575336221	14	26	"Heart"
6	0.784230769230769	15	26	"Heart"
7	0.827838827838828	14	26	"Heart"
8	0.791666666666667	13	26	"Heart"
9	0.80952380952381	14	26	"Heart"
10	0.785719746196774	17	26	"Heart"
11	0.799900619218714	17	26	"Heart"
12	0.788076923076923	14	26	"Heart"
13	0.750310945273632	14	26	"Heart"
14	0.79441201000834	20	26	"Heart"
15	0.818568336425479	13	26	"Heart"
16	0.808695652173913	13	26	"Heart"
17	0.81	17	26	"Heart"
18	0.85392574558734	15	26	"Heart"
19	0.752654832958685	17	26	"Heart"
20	0.786641929499072	15	26	"Heart"
21	0.785333333333333	15	26	"Heart"
22	0.762282338308458	15	26	"Heart"
23	0.771021305633482	14	26	"Heart"
24	0.771597902894917	12	26	"Heart"
25	0.802416773367478	14	26	"Heart"
26	0.779435577145501	14	26	"Heart"
27	0.786924751243781	14	26	"Heart"
28	0.815027573529412	14	26	"Heart"
29	0.751673767498478	12	26	"Heart"
30	0.808811113669507	17	26	"Heart"
1	0.802920266034707	15	27	"Heart"
2	0.761182598039216	13	27	"Heart"
3	0.799787492410443	14	27	"Heart"
4	0.779939539570576	12	27	"Heart"
5	0.825971463266545	13	27	"Heart"
6	0.794950412597471	18	27	"Heart"
7	0.792462967226955	14	27	"Heart"
8	0.800318761384335	11	27	"Heart"
9	0.758187903418599	17	27	"Heart"
10	0.776973235271817	11	27	"Heart"
11	0.796080508474576	17	27	"Heart"
12	0.815381087072854	13	27	"Heart"
13	0.773532082324455	18	27	"Heart"
14	0.792307692307692	17	27	"Heart"
15	0.813278801314884	14	27	"Heart"
16	0.759041625597088	12	27	"Heart"
17	0.796372374234555	14	27	"Heart"
18	0.802960927960928	16	27	"Heart"
19	0.836538461538462	15	27	"Heart"
20	0.803131397376602	14	27	"Heart"
21	0.793762183235867	14	27	"Heart"
22	0.782575757575758	17	27	"Heart"
23	0.790584415584416	13	27	"Heart"
24	0.78498727735369	15	27	"Heart"
25	0.792318523153942	13	27	"Heart"
26	0.785769980506823	17	27	"Heart"
27	0.776162790697674	12	27	"Heart"
28	0.764093137254902	13	27	"Heart"
29	0.803739048811014	12	27	"Heart"
30	0.822185230024213	13	27	"Heart"
1	0.793714285714286	16	28	"Heart"
2	0.805300245098039	16	28	"Heart"
3	0.817391304347826	14	28	"Heart"
4	0.809083327014937	12	28	"Heart"
5	0.761504975124378	15	28	"Heart"
6	0.750666666666667	15	28	"Heart"
7	0.744370308590492	14	28	"Heart"
8	0.792585784313726	13	28	"Heart"
9	0.79557024542208	13	28	"Heart"
10	0.802350427350427	18	28	"Heart"
11	0.797411151960784	14	28	"Heart"
12	0.781016269565888	15	28	"Heart"
13	0.781132940906659	11	28	"Heart"
14	0.784420151364575	13	28	"Heart"
15	0.818092428711898	11	28	"Heart"
16	0.787858065496543	13	28	"Heart"
17	0.811711642840761	13	28	"Heart"
18	0.795157862780814	15	28	"Heart"
19	0.787171127454697	17	28	"Heart"
20	0.775182592818016	15	28	"Heart"
21	0.820460115424144	15	28	"Heart"
22	0.755660449765907	14	28	"Heart"
23	0.840456495098039	15	28	"Heart"
24	0.776304761904762	16	28	"Heart"
25	0.771590909090909	13	28	"Heart"
26	0.786666666666667	16	28	"Heart"
27	0.808424432382845	14	28	"Heart"
28	0.778512271104019	16	28	"Heart"
29	0.796052631578947	13	28	"Heart"
30	0.793936630955095	16	28	"Heart"
1	0.813743781094527	11	29	"Heart"
2	0.805859137826351	16	29	"Heart"
3	0.776270800091178	12	29	"Heart"
4	0.820262471341608	13	29	"Heart"
5	0.806921675774135	12	29	"Heart"
6	0.763428571428571	14	29	"Heart"
7	0.812760633861551	13	29	"Heart"
8	0.782307692307692	17	29	"Heart"
9	0.805587535497736	16	29	"Heart"
10	0.759428571428571	15	29	"Heart"
11	0.760188809578632	16	29	"Heart"
12	0.803846153846154	13	29	"Heart"
13	0.769134680899387	14	29	"Heart"
14	0.827672669250057	12	29	"Heart"
15	0.773258925158627	13	29	"Heart"
16	0.754919838918015	12	29	"Heart"
17	0.794325406169061	15	29	"Heart"
18	0.783214367948423	16	29	"Heart"
19	0.737963454393813	17	29	"Heart"
20	0.799753257768525	17	29	"Heart"
21	0.778508771929825	15	29	"Heart"
22	0.759613179420534	15	29	"Heart"
23	0.757684114424833	13	29	"Heart"
24	0.805581323438466	16	29	"Heart"
25	0.791616222760291	14	29	"Heart"
26	0.811742424242424	14	29	"Heart"
27	0.765938069216758	16	29	"Heart"
28	0.782666666666667	13	29	"Heart"
29	0.742947786866447	14	29	"Heart"
30	0.798715694518768	14	29	"Heart"
1	0.815581253804017	13	30	"Heart"
2	0.813215558419895	14	30	"Heart"
3	0.787458336563057	14	30	"Heart"
4	0.8077653673733	12	30	"Heart"
5	0.761700979258231	13	30	"Heart"
6	0.780190476190476	12	30	"Heart"
7	0.776899359633173	14	30	"Heart"
8	0.802799756542909	12	30	"Heart"
9	0.845333333333333	14	30	"Heart"
10	0.799518034825871	17	30	"Heart"
11	0.805035083661038	14	30	"Heart"
12	0.827814054726368	14	30	"Heart"
13	0.796386107634543	17	30	"Heart"
14	0.778985507246377	15	30	"Heart"
15	0.806589710266799	14	30	"Heart"
16	0.812968430615489	14	30	"Heart"
17	0.790283337257672	13	30	"Heart"
18	0.817460317460317	14	30	"Heart"
19	0.788302876089136	16	30	"Heart"
20	0.805286411906054	14	30	"Heart"
21	0.755841869398207	15	30	"Heart"
22	0.805165400260956	16	30	"Heart"
23	0.802220680083276	14	30	"Heart"
24	0.79752380952381	14	30	"Heart"
25	0.818381406616701	17	30	"Heart"
26	0.800363388598683	14	30	"Heart"
27	0.778086205567122	15	30	"Heart"
28	0.787129461584997	14	30	"Heart"
29	0.772222222222222	15	30	"Heart"
30	0.78802662430981	13	30	"Heart"
1	0.6734498528734	1	1	"Wine"
2	0.674417396775649	1	1	"Wine"
3	0.5	0	1	"Wine"
4	0.661389555822329	1	1	"Wine"
5	0.5	0	1	"Wine"
6	0.662535576228707	1	1	"Wine"
7	0.5	0	1	"Wine"
8	0.669204545454545	1	1	"Wine"
9	0.679608982176219	1	1	"Wine"
10	0.671931818181818	1	1	"Wine"
11	0.5	0	1	"Wine"
12	0.684123160266552	1	1	"Wine"
13	0.680370557035544	1	1	"Wine"
14	0.5	0	1	"Wine"
15	0.662688738133936	1	1	"Wine"
16	0.5	0	1	"Wine"
17	0.679017676947551	1	1	"Wine"
18	0.676258848133848	1	1	"Wine"
19	0.669886363636364	1	1	"Wine"
20	0.5	0	1	"Wine"
21	0.686868581447775	1	1	"Wine"
22	0.682911364729546	1	1	"Wine"
23	0.5	0	1	"Wine"
24	0.5	0	1	"Wine"
25	0.684988116299434	1	1	"Wine"
26	0.5	0	1	"Wine"
27	0.5	0	1	"Wine"
28	0.685448660042156	1	1	"Wine"
29	0.5	0	1	"Wine"
30	0.661155169833907	1	1	"Wine"
1	0.738143685854529	2	2	"Wine"
2	0.734586393505992	2	2	"Wine"
3	0.732722066600733	2	2	"Wine"
4	0.743099508532671	2	2	"Wine"
5	0.725190341064452	2	2	"Wine"
6	0.741651146173759	2	2	"Wine"
7	0.735763984647913	2	2	"Wine"
8	0.737542599659203	2	2	"Wine"
9	0.716527520098949	2	2	"Wine"
10	0.715270088283705	2	2	"Wine"
11	0.729869696969697	2	2	"Wine"
12	0.73774659619349	2	2	"Wine"
13	0.757143645697253	2	2	"Wine"
14	0.732038936449488	2	2	"Wine"
15	0.718060283881617	2	2	"Wine"
16	0.760440250433187	2	2	"Wine"
17	0.700489302706051	2	2	"Wine"
18	0.740384329002782	2	2	"Wine"
19	0.741591388136104	2	2	"Wine"
20	0.764019430098164	2	2	"Wine"
21	0.701704321336028	2	2	"Wine"
22	0.747387566730632	2	2	"Wine"
23	0.743657375894147	2	2	"Wine"
24	0.738266454813025	2	2	"Wine"
25	0.695095317980784	2	2	"Wine"
26	0.741623779946761	2	2	"Wine"
27	0.737546261916406	2	2	"Wine"
28	0.746374901960784	2	2	"Wine"
29	0.719023133912791	2	2	"Wine"
30	0.73051045780313	2	2	"Wine"
1	0.74338521743729	3	3	"Wine"
2	0.75623284974763	3	3	"Wine"
3	0.749789887959566	3	3	"Wine"
4	0.766119150083842	3	3	"Wine"
5	0.761326010871554	3	3	"Wine"
6	0.743780717999858	3	3	"Wine"
7	0.732710502414936	3	3	"Wine"
8	0.742857575757576	3	3	"Wine"
9	0.751916341769643	3	3	"Wine"
10	0.745004795152315	3	3	"Wine"
11	0.74341859705601	3	3	"Wine"
12	0.739290317457409	3	3	"Wine"
13	0.731557926338927	3	3	"Wine"
14	0.741740125057191	3	3	"Wine"
15	0.760045268631258	3	3	"Wine"
16	0.738222707793623	3	3	"Wine"
17	0.755791930141524	3	3	"Wine"
18	0.717656060606061	3	3	"Wine"
19	0.738723090215278	3	3	"Wine"
20	0.741922727272727	3	3	"Wine"
21	0.736544773041123	3	3	"Wine"
22	0.754241108392059	3	3	"Wine"
23	0.742924242424242	3	3	"Wine"
24	0.732626343063611	3	3	"Wine"
25	0.736051711323123	3	3	"Wine"
26	0.738076595387237	3	3	"Wine"
27	0.770656221672342	3	3	"Wine"
28	0.716396662191129	3	3	"Wine"
29	0.722134899126769	3	3	"Wine"
30	0.780366463514671	3	3	"Wine"
1	0.75604557016444	4	4	"Wine"
2	0.747378599568381	4	4	"Wine"
3	0.747032974082628	4	4	"Wine"
4	0.778024055295624	4	4	"Wine"
5	0.777267080745342	4	4	"Wine"
6	0.749459090909091	4	4	"Wine"
7	0.752292204975963	4	4	"Wine"
8	0.737343170428251	4	4	"Wine"
9	0.729640909090909	4	4	"Wine"
10	0.797347755793364	4	4	"Wine"
11	0.727191203761347	4	4	"Wine"
12	0.745836020267158	4	4	"Wine"
13	0.730269780851457	4	4	"Wine"
14	0.732299042065806	4	4	"Wine"
15	0.73581955286688	4	4	"Wine"
16	0.794267968056788	4	4	"Wine"
17	0.764702967025705	4	4	"Wine"
18	0.748302327120061	4	4	"Wine"
19	0.777521939610293	4	4	"Wine"
20	0.761063869313006	4	4	"Wine"
21	0.749857704416499	4	4	"Wine"
22	0.785036983562225	4	4	"Wine"
23	0.776941518863536	4	4	"Wine"
24	0.781988343620118	4	4	"Wine"
25	0.769802140010448	4	4	"Wine"
26	0.757274475007394	4	4	"Wine"
27	0.778988434775268	4	4	"Wine"
28	0.735488749355642	4	4	"Wine"
29	0.783015360620954	4	4	"Wine"
30	0.777558302536001	4	4	"Wine"
1	0.789000018135326	5	5	"Wine"
2	0.817169546582716	5	5	"Wine"
3	0.818308592539481	5	5	"Wine"
4	0.768289429216841	5	5	"Wine"
5	0.76970422424099	5	5	"Wine"
6	0.790246782523647	5	5	"Wine"
7	0.815046934256707	5	5	"Wine"
8	0.803130106513675	5	5	"Wine"
9	0.792068757539204	5	5	"Wine"
10	0.79991799979575	5	5	"Wine"
11	0.783031312614947	5	5	"Wine"
12	0.788779720321475	5	5	"Wine"
13	0.807491467782588	5	5	"Wine"
14	0.786713017523703	5	5	"Wine"
15	0.793068905406387	5	5	"Wine"
16	0.772737522109381	5	5	"Wine"
17	0.789628926548242	5	5	"Wine"
18	0.778753662566128	5	5	"Wine"
19	0.788907802193134	5	5	"Wine"
20	0.797087453646477	5	5	"Wine"
21	0.775815151515152	5	5	"Wine"
22	0.792245028400526	5	5	"Wine"
23	0.791824044219254	5	5	"Wine"
24	0.755149479625185	5	5	"Wine"
25	0.783480164498174	5	5	"Wine"
26	0.786657567270536	5	5	"Wine"
27	0.756466371816379	5	5	"Wine"
28	0.796441284337696	5	5	"Wine"
29	0.771883632071454	5	5	"Wine"
30	0.773609500894277	5	5	"Wine"
1	0.794946893720946	6	6	"Wine"
2	0.780891664730725	6	6	"Wine"
3	0.781411207688503	6	6	"Wine"
4	0.80568040174505	6	6	"Wine"
5	0.795743321510885	6	6	"Wine"
6	0.785125365054491	6	6	"Wine"
7	0.791939452192259	6	6	"Wine"
8	0.78581185697974	6	6	"Wine"
9	0.801749244930246	6	6	"Wine"
10	0.809244117647059	6	6	"Wine"
11	0.785694737665181	6	6	"Wine"
12	0.77606180554283	6	6	"Wine"
13	0.780379384906807	6	6	"Wine"
14	0.776710705505739	6	6	"Wine"
15	0.781933244534044	6	6	"Wine"
16	0.774339243894279	6	6	"Wine"
17	0.800542045981464	6	6	"Wine"
18	0.803881968234195	6	6	"Wine"
19	0.815236094256579	6	6	"Wine"
20	0.795967867587133	6	6	"Wine"
21	0.780926129447773	6	6	"Wine"
22	0.7988487647841	6	6	"Wine"
23	0.793142944879472	6	6	"Wine"
24	0.801915107333827	6	6	"Wine"
25	0.804218301045321	6	6	"Wine"
26	0.786437023789108	6	6	"Wine"
27	0.783816825653333	6	6	"Wine"
28	0.801684423969691	6	6	"Wine"
29	0.781305648550467	6	6	"Wine"
30	0.788513189021896	6	6	"Wine"
1	0.770306765562097	7	7	"Wine"
2	0.754680771677432	7	7	"Wine"
3	0.776674095745	7	7	"Wine"
4	0.764435719337698	7	7	"Wine"
5	0.782748831803985	7	7	"Wine"
6	0.766546036176796	7	7	"Wine"
7	0.798456150214944	7	7	"Wine"
8	0.789707528687378	7	7	"Wine"
9	0.786599738105631	7	7	"Wine"
10	0.823905158880528	7	7	"Wine"
11	0.779406514948684	7	7	"Wine"
12	0.770280731959564	7	7	"Wine"
13	0.791282079290235	7	7	"Wine"
14	0.787919254658385	7	7	"Wine"
15	0.810334017327861	7	7	"Wine"
16	0.802292616787871	7	7	"Wine"
17	0.79550994937831	7	7	"Wine"
18	0.791773599980631	7	7	"Wine"
19	0.807030238745865	7	7	"Wine"
20	0.814408374290666	7	7	"Wine"
21	0.776809807180257	7	7	"Wine"
22	0.781008732309545	7	7	"Wine"
23	0.779132891984406	7	7	"Wine"
24	0.788742729629429	7	7	"Wine"
25	0.797365544959368	7	7	"Wine"
26	0.794273447083752	7	7	"Wine"
27	0.786537693843083	7	7	"Wine"
28	0.798719867841935	7	7	"Wine"
29	0.784530195899389	7	7	"Wine"
30	0.798158823529412	7	7	"Wine"
1	0.799526653825354	8	8	"Wine"
2	0.748437844374155	8	8	"Wine"
3	0.783259634577	8	8	"Wine"
4	0.790366996926393	8	8	"Wine"
5	0.776115530958146	8	8	"Wine"
6	0.790050068359014	8	8	"Wine"
7	0.793629131039031	8	8	"Wine"
8	0.765294029627413	8	8	"Wine"
9	0.774441409216748	8	8	"Wine"
10	0.779800869216928	8	8	"Wine"
11	0.753591111543206	8	8	"Wine"
12	0.794800854902103	8	8	"Wine"
13	0.776266312762663	8	8	"Wine"
14	0.792629757987692	8	8	"Wine"
15	0.800416034182268	8	8	"Wine"
16	0.773971125275714	8	8	"Wine"
17	0.779093939393939	8	8	"Wine"
18	0.77483854500558	8	8	"Wine"
19	0.779596672220844	8	8	"Wine"
20	0.783499967538791	8	8	"Wine"
21	0.765025908322513	8	8	"Wine"
22	0.777260494368875	8	8	"Wine"
23	0.75583393893253	8	8	"Wine"
24	0.757230092526008	8	8	"Wine"
25	0.790755545820709	8	8	"Wine"
26	0.778355565942759	8	8	"Wine"
27	0.778854760860026	8	8	"Wine"
28	0.785828762732388	8	8	"Wine"
29	0.795313929168584	8	8	"Wine"
30	0.793777847761681	8	8	"Wine"
1	0.757954782091328	9	9	"Wine"
2	0.790952546975925	9	9	"Wine"
3	0.788938325002068	9	9	"Wine"
4	0.789584440494298	9	9	"Wine"
5	0.773234804125732	9	9	"Wine"
6	0.767041069920339	9	9	"Wine"
7	0.776729274963323	9	9	"Wine"
8	0.789959203645732	9	9	"Wine"
9	0.807518302090221	9	9	"Wine"
10	0.785244185504001	9	9	"Wine"
11	0.752052861175263	9	9	"Wine"
12	0.781698484848485	9	9	"Wine"
13	0.762003661780317	9	9	"Wine"
14	0.783549148301643	9	9	"Wine"
15	0.7983388225481	9	9	"Wine"
16	0.801688528042014	9	9	"Wine"
17	0.778219008951255	9	9	"Wine"
18	0.787485318088115	9	9	"Wine"
19	0.778978003890468	9	9	"Wine"
20	0.784723168124508	9	9	"Wine"
21	0.78273597761725	9	9	"Wine"
22	0.737180112856489	9	9	"Wine"
23	0.783802129547471	9	9	"Wine"
24	0.799320243938718	9	9	"Wine"
25	0.780329821125237	9	9	"Wine"
26	0.760208225870523	9	9	"Wine"
27	0.796936124511004	9	9	"Wine"
28	0.778702412409473	9	9	"Wine"
29	0.776734957893296	9	9	"Wine"
30	0.767325757575758	9	9	"Wine"
1	0.76286247982445	10	10	"Wine"
2	0.773373021242051	10	10	"Wine"
3	0.764238391008577	10	10	"Wine"
4	0.779927536231884	10	10	"Wine"
5	0.765239853297754	10	10	"Wine"
6	0.7720738750594	10	10	"Wine"
7	0.775355442960233	10	10	"Wine"
8	0.750470582628949	10	10	"Wine"
9	0.789335685314517	10	10	"Wine"
10	0.764923856971239	10	10	"Wine"
11	0.748981888657872	10	10	"Wine"
12	0.770947814372319	10	10	"Wine"
13	0.764876171155853	10	10	"Wine"
14	0.765764351577307	10	10	"Wine"
15	0.75531406557922	10	10	"Wine"
16	0.764860207157536	10	10	"Wine"
17	0.803953673382546	10	10	"Wine"
18	0.768048490257326	10	10	"Wine"
19	0.771355095620293	10	10	"Wine"
20	0.73391941884318	10	10	"Wine"
21	0.752317481460148	10	10	"Wine"
22	0.772151460403493	10	10	"Wine"
23	0.760731707317073	10	10	"Wine"
24	0.732822058823529	10	10	"Wine"
25	0.771257841130693	10	10	"Wine"
26	0.800489297185867	10	10	"Wine"
27	0.771687637050153	10	10	"Wine"
28	0.754406703576238	10	10	"Wine"
29	0.777041568627451	10	10	"Wine"
30	0.777484315334085	10	10	"Wine"
1	0.75179350312643	11	11	"Wine"
2	0.76525800417426	11	11	"Wine"
3	0.731351842337052	11	11	"Wine"
4	0.742810666535467	11	11	"Wine"
5	0.720916628281898	11	11	"Wine"
6	0.77947444024978	11	11	"Wine"
7	0.744696929677825	11	11	"Wine"
8	0.75965	11	11	"Wine"
9	0.751413076015566	11	11	"Wine"
10	0.753267179985486	11	11	"Wine"
11	0.739551729599981	11	11	"Wine"
12	0.756884275012814	11	11	"Wine"
13	0.753004842927333	11	11	"Wine"
14	0.727572145545797	11	11	"Wine"
15	0.742478309543801	11	11	"Wine"
16	0.757832936200458	11	11	"Wine"
17	0.757151352689379	11	11	"Wine"
18	0.754765461876305	11	11	"Wine"
19	0.753883311508803	11	11	"Wine"
20	0.729457134816309	11	11	"Wine"
21	0.754128178005191	11	11	"Wine"
22	0.75732549975982	11	11	"Wine"
23	0.784755317566563	11	11	"Wine"
24	0.734154830741593	11	11	"Wine"
25	0.782598299033763	11	11	"Wine"
26	0.746532015115875	11	11	"Wine"
27	0.764747901207491	11	11	"Wine"
28	0.755544967533459	11	11	"Wine"
29	0.733551916421348	11	11	"Wine"
30	0.708552944702004	11	11	"Wine"
1	0.757381065275802	12	12	"Wine"
2	0.764620608672493	12	12	"Wine"
