"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_y"
26	0.629251700680272	18	21	"Heart"	0.25
27	0.664224664224664	17	21	"Heart"	0.25
28	0.61212052388523	14	21	"Heart"	0.25
29	0.609256274464656	16	21	"Heart"	0.25
30	0.635033700980392	18	21	"Heart"	0.25
1	0.61	17	22	"Heart"	0.25
2	0.648727161531993	22	22	"Heart"	0.25
3	0.649801587301587	19	22	"Heart"	0.25
4	0.635919696147585	18	22	"Heart"	0.25
5	0.700979258231167	21	22	"Heart"	0.25
6	0.639047619047619	17	22	"Heart"	0.25
7	0.664257455873402	18	22	"Heart"	0.25
8	0.625932835820896	19	22	"Heart"	0.25
9	0.653536733454766	16	22	"Heart"	0.25
10	0.633006610439936	20	22	"Heart"	0.25
11	0.604958170235628	21	22	"Heart"	0.25
12	0.672	21	22	"Heart"	0.25
13	0.658163265306122	22	22	"Heart"	0.25
14	0.65136093762048	21	22	"Heart"	0.25
15	0.636640292148509	22	22	"Heart"	0.25
16	0.596113127646703	21	22	"Heart"	0.25
17	0.632478632478632	19	22	"Heart"	0.25
18	0.608821733821734	19	22	"Heart"	0.25
19	0.691116887088143	17	22	"Heart"	0.25
20	0.582242848447961	19	22	"Heart"	0.25
21	0.627991793936631	22	22	"Heart"	0.25
22	0.677179962894249	22	22	"Heart"	0.25
23	0.647367620206938	16	22	"Heart"	0.25
24	0.623678482587065	20	22	"Heart"	0.25
25	0.590990360696517	21	22	"Heart"	0.25
26	0.647307692307692	18	22	"Heart"	0.25
27	0.651095556908095	21	22	"Heart"	0.25
28	0.606857142857143	20	22	"Heart"	0.25
29	0.664475193028056	20	22	"Heart"	0.25
30	0.617578095454202	21	22	"Heart"	0.25
1	0.625936861230979	19	23	"Heart"	0.25
2	0.603047619047619	20	23	"Heart"	0.25
3	0.66053818515404	17	23	"Heart"	0.25
4	0.600958612294583	17	23	"Heart"	0.25
5	0.617354304384165	17	23	"Heart"	0.25
6	0.685	20	23	"Heart"	0.25
7	0.652281935631832	19	23	"Heart"	0.25
8	0.647215459525259	23	23	"Heart"	0.25
9	0.59861863276038	18	23	"Heart"	0.25
10	0.660458778105837	18	23	"Heart"	0.25
11	0.677651515151515	21	23	"Heart"	0.25
12	0.66048814183744	21	23	"Heart"	0.25
13	0.593674334140436	18	23	"Heart"	0.25
14	0.588062161525783	23	23	"Heart"	0.25
15	0.607307692307692	17	23	"Heart"	0.25
16	0.591748347390016	18	23	"Heart"	0.25
17	0.649923076923077	18	23	"Heart"	0.25
18	0.682879672454318	22	23	"Heart"	0.25
19	0.686153846153846	20	23	"Heart"	0.25
20	0.64861249139974	18	23	"Heart"	0.25
21	0.643746205221615	22	23	"Heart"	0.25
22	0.608986035215543	19	23	"Heart"	0.25
23	0.68776628119294	16	23	"Heart"	0.25
24	0.652671755725191	18	23	"Heart"	0.25
25	0.6243622949533	15	23	"Heart"	0.25
26	0.648076923076923	20	23	"Heart"	0.25
27	0.67459324155194	22	23	"Heart"	0.25
28	0.638618381010347	19	23	"Heart"	0.25
29	0.631410256410256	17	23	"Heart"	0.25
30	0.629253546236726	19	23	"Heart"	0.25
1	0.556288071555247	19	24	"Heart"	0.25
2	0.648777854884725	20	24	"Heart"	0.25
3	0.689102564102564	17	24	"Heart"	0.25
4	0.597307692307692	17	24	"Heart"	0.25
5	0.587692307692308	18	24	"Heart"	0.25
6	0.635623369436319	19	24	"Heart"	0.25
7	0.625378329297821	18	24	"Heart"	0.25
8	0.654692307692308	20	24	"Heart"	0.25
9	0.625892787065379	20	24	"Heart"	0.25
10	0.616376678876679	21	24	"Heart"	0.25
11	0.630604288499025	20	24	"Heart"	0.25
12	0.644560526913468	17	24	"Heart"	0.25
13	0.655681818181818	22	24	"Heart"	0.25
14	0.600197808886184	20	24	"Heart"	0.25
15	0.604355716878403	18	24	"Heart"	0.25
16	0.62280701754386	18	24	"Heart"	0.25
17	0.590986394557823	24	24	"Heart"	0.25
18	0.660139647844566	18	24	"Heart"	0.25
19	0.573622881355932	16	24	"Heart"	0.25
20	0.603545343883141	18	24	"Heart"	0.25
21	0.653954052619607	16	24	"Heart"	0.25
22	0.642678347934919	18	24	"Heart"	0.25
23	0.586363636363636	16	24	"Heart"	0.25
24	0.603021978021978	20	24	"Heart"	0.25
25	0.597826086956522	19	24	"Heart"	0.25
26	0.635148590686274	20	24	"Heart"	0.25
27	0.635428484986007	18	24	"Heart"	0.25
28	0.64661238042533	21	24	"Heart"	0.25
29	0.663094493116395	21	24	"Heart"	0.25
30	0.621323529411765	21	24	"Heart"	0.25
1	0.590307364576993	20	25	"Heart"	0.25
2	0.647367620206938	16	25	"Heart"	0.25
3	0.652014371989909	19	25	"Heart"	0.25
4	0.631075110456554	21	25	"Heart"	0.25
5	0.653166941370379	20	25	"Heart"	0.25
6	0.618457090687766	22	25	"Heart"	0.25
7	0.682846003898635	22	25	"Heart"	0.25
8	0.632575757575758	17	25	"Heart"	0.25
9	0.678461538461538	16	25	"Heart"	0.25
10	0.637679507636198	22	25	"Heart"	0.25
11	0.632575757575758	17	25	"Heart"	0.25
12	0.616551939924906	16	25	"Heart"	0.25
13	0.588101208114885	16	25	"Heart"	0.25
14	0.607239748856678	18	25	"Heart"	0.25
15	0.57591218305504	20	25	"Heart"	0.25
16	0.656349206349206	17	25	"Heart"	0.25
17	0.604549632352941	20	25	"Heart"	0.25
18	0.608439201451906	15	25	"Heart"	0.25
19	0.55190734653314	24	25	"Heart"	0.25
20	0.636842105263158	20	25	"Heart"	0.25
21	0.676538461538462	19	25	"Heart"	0.25
22	0.704615384615385	19	25	"Heart"	0.25
23	0.636982065553494	17	25	"Heart"	0.25
24	0.609486530048354	19	25	"Heart"	0.25
25	0.600345341809905	17	25	"Heart"	0.25
26	0.595652173913043	20	25	"Heart"	0.25
27	0.656632965686274	22	25	"Heart"	0.25
28	0.652014371989909	16	25	"Heart"	0.25
29	0.616123062687948	15	25	"Heart"	0.25
30	0.651619047619048	23	25	"Heart"	0.25
1	0.595664828431373	18	26	"Heart"	0.25
2	0.608695652173913	18	26	"Heart"	0.25
3	0.674172794117647	21	26	"Heart"	0.25
4	0.566276803118908	20	26	"Heart"	0.25
5	0.653454047474133	16	26	"Heart"	0.25
6	0.66952380952381	23	26	"Heart"	0.25
7	0.670475181598063	24	26	"Heart"	0.25
8	0.649009175726733	18	26	"Heart"	0.25
9	0.701554038144573	15	26	"Heart"	0.25
10	0.602727756249525	19	26	"Heart"	0.25
11	0.614034422624915	18	26	"Heart"	0.25
12	0.610249981004483	20	26	"Heart"	0.25
13	0.595404747413268	19	26	"Heart"	0.25
14	0.616153846153846	22	26	"Heart"	0.25
15	0.607505070993915	19	26	"Heart"	0.25
16	0.6216	23	26	"Heart"	0.25
17	0.735099082427327	23	26	"Heart"	0.25
18	0.678126897389193	18	26	"Heart"	0.25
19	0.59780943627451	15	26	"Heart"	0.25
20	0.635616543077746	19	26	"Heart"	0.25
21	0.593983208955224	17	26	"Heart"	0.25
22	0.613842991540833	18	26	"Heart"	0.25
23	0.668478260869565	19	26	"Heart"	0.25
24	0.658124194404428	19	26	"Heart"	0.25
25	0.649122807017544	25	26	"Heart"	0.25
26	0.629136029411765	18	26	"Heart"	0.25
27	0.604166666666667	21	26	"Heart"	0.25
28	0.633699633699634	20	26	"Heart"	0.25
29	0.607797270955166	21	26	"Heart"	0.25
30	0.677798392084106	21	26	"Heart"	0.25
1	0.647133317982961	20	27	"Heart"	0.25
2	0.63682745825603	18	27	"Heart"	0.25
3	0.624760150433648	16	27	"Heart"	0.25
4	0.626663641863279	23	27	"Heart"	0.25
5	0.629664179104478	16	27	"Heart"	0.25
6	0.63	17	27	"Heart"	0.25
7	0.618412990196078	16	27	"Heart"	0.25
8	0.654924242424242	18	27	"Heart"	0.25
9	0.578174603174603	18	27	"Heart"	0.25
10	0.630570818070818	17	27	"Heart"	0.25
11	0.574022669442517	25	27	"Heart"	0.25
12	0.626923076923077	16	27	"Heart"	0.25
13	0.644571428571429	20	27	"Heart"	0.25
14	0.650974025974026	16	27	"Heart"	0.25
15	0.663712121212121	20	27	"Heart"	0.25
16	0.685077593456158	19	27	"Heart"	0.25
17	0.629309685803838	17	27	"Heart"	0.25
18	0.580797321972002	18	27	"Heart"	0.25
19	0.639679094643826	17	27	"Heart"	0.25
20	0.631183040802371	17	27	"Heart"	0.25
21	0.643746205221615	25	27	"Heart"	0.25
22	0.641715399610136	18	27	"Heart"	0.25
23	0.591988357843137	19	27	"Heart"	0.25
24	0.601114163614164	19	27	"Heart"	0.25
25	0.61231884057971	16	27	"Heart"	0.25
26	0.641505006257822	17	27	"Heart"	0.25
27	0.631047013399955	22	27	"Heart"	0.25
28	0.648241015120432	17	27	"Heart"	0.25
29	0.67358747447243	20	27	"Heart"	0.25
30	0.628461538461539	15	27	"Heart"	0.25
1	0.670343137254902	17	28	"Heart"	0.25
2	0.639225181598063	18	28	"Heart"	0.25
3	0.646655298038912	17	28	"Heart"	0.25
4	0.630822746521476	18	28	"Heart"	0.25
5	0.599574984820886	21	28	"Heart"	0.25
6	0.614048811013767	18	28	"Heart"	0.25
7	0.670807689385305	17	28	"Heart"	0.25
8	0.65611685940353	22	28	"Heart"	0.25
9	0.639764996907854	18	28	"Heart"	0.25
10	0.681166056166056	17	28	"Heart"	0.25
11	0.561568716435973	19	28	"Heart"	0.25
12	0.667857142857143	17	28	"Heart"	0.25
13	0.662659768715764	19	28	"Heart"	0.25
14	0.616421568627451	23	28	"Heart"	0.25
15	0.635977118119975	19	28	"Heart"	0.25
16	0.708798723501254	17	28	"Heart"	0.25
17	0.676088443127422	18	28	"Heart"	0.25
18	0.661451814768461	22	28	"Heart"	0.25
19	0.637451265193792	19	28	"Heart"	0.25
20	0.660018552875696	19	28	"Heart"	0.25
21	0.634996947496947	17	28	"Heart"	0.25
22	0.656190476190476	16	28	"Heart"	0.25
23	0.613347457627119	19	28	"Heart"	0.25
24	0.600676240407264	20	28	"Heart"	0.25
25	0.627340965956479	16	28	"Heart"	0.25
26	0.623052959501558	20	28	"Heart"	0.25
27	0.678285714285714	16	28	"Heart"	0.25
28	0.652307692307692	17	28	"Heart"	0.25
29	0.642238713667285	20	28	"Heart"	0.25
30	0.596190476190476	22	28	"Heart"	0.25
1	0.710875738736664	18	29	"Heart"	0.25
2	0.62227602905569	17	29	"Heart"	0.25
3	0.673266569834111	19	29	"Heart"	0.25
4	0.607172707241091	18	29	"Heart"	0.25
5	0.664045030457244	16	29	"Heart"	0.25
6	0.647826086956522	19	29	"Heart"	0.25
7	0.671536796536797	16	29	"Heart"	0.25
8	0.65360898094711	20	29	"Heart"	0.25
9	0.674917491749175	15	29	"Heart"	0.25
10	0.662811929397444	21	29	"Heart"	0.25
11	0.612900786448881	19	29	"Heart"	0.25
12	0.668031189083821	21	29	"Heart"	0.25
13	0.706367297317833	21	29	"Heart"	0.25
14	0.630857142857143	18	29	"Heart"	0.25
15	0.66898411974774	19	29	"Heart"	0.25
16	0.60796188630491	19	29	"Heart"	0.25
17	0.654693376314376	18	29	"Heart"	0.25
18	0.603410513141427	20	29	"Heart"	0.25
19	0.624612359125634	19	29	"Heart"	0.25
20	0.579230769230769	18	29	"Heart"	0.25
21	0.580559557206763	23	29	"Heart"	0.25
22	0.618666056166056	19	29	"Heart"	0.25
23	0.642467207521419	17	29	"Heart"	0.25
24	0.595906432748538	17	29	"Heart"	0.25
25	0.626831501831502	19	29	"Heart"	0.25
26	0.598461538461538	18	29	"Heart"	0.25
27	0.639679176755448	18	29	"Heart"	0.25
28	0.653602350030921	22	29	"Heart"	0.25
29	0.618706145423703	21	29	"Heart"	0.25
30	0.626787935323383	22	29	"Heart"	0.25
1	0.605675071323926	17	30	"Heart"	0.25
2	0.624615384615385	17	30	"Heart"	0.25
3	0.644993894993895	15	30	"Heart"	0.25
4	0.666514702530203	18	30	"Heart"	0.25
5	0.603809523809524	19	30	"Heart"	0.25
6	0.660637973137973	20	30	"Heart"	0.25
7	0.676998050682261	21	30	"Heart"	0.25
8	0.642554479418886	18	30	"Heart"	0.25
9	0.710440518613996	19	30	"Heart"	0.25
10	0.653006293123057	16	30	"Heart"	0.25
11	0.613740109555691	21	30	"Heart"	0.25
12	0.637057387057387	17	30	"Heart"	0.25
13	0.621970797339653	17	30	"Heart"	0.25
14	0.598805147058823	18	30	"Heart"	0.25
15	0.631410256410256	19	30	"Heart"	0.25
16	0.575428571428571	18	30	"Heart"	0.25
17	0.592830882352941	21	30	"Heart"	0.25
18	0.599809523809524	19	30	"Heart"	0.25
19	0.638792505204719	18	30	"Heart"	0.25
20	0.634222323531647	22	30	"Heart"	0.25
21	0.556818181818182	15	30	"Heart"	0.25
22	0.615723562152134	19	30	"Heart"	0.25
23	0.671698998748436	21	30	"Heart"	0.25
24	0.621837246409847	21	30	"Heart"	0.25
25	0.645076721412599	19	30	"Heart"	0.25
26	0.586742424242424	16	30	"Heart"	0.25
27	0.659619047619048	16	30	"Heart"	0.25
28	0.635110294117647	19	30	"Heart"	0.25
29	0.634057971014493	19	30	"Heart"	0.25
30	0.572328476017001	21	30	"Heart"	0.25
1	0.761645493042952	1	1	"Heart"	0.275
2	0.796190476190476	1	1	"Heart"	0.275
3	0.797465886939571	1	1	"Heart"	0.275
4	0.813743781094527	1	1	"Heart"	0.275
5	0.840285692576552	1	1	"Heart"	0.275
6	0.73842965691918	1	1	"Heart"	0.275
7	0.849264705882353	1	1	"Heart"	0.275
8	0.842022781132941	1	1	"Heart"	0.275
9	0.792681071211199	1	1	"Heart"	0.275
10	0.802920266034707	1	1	"Heart"	0.275
11	0.822802197802198	1	1	"Heart"	0.275
12	0.831101643335362	1	1	"Heart"	0.275
13	0.57773631840796	1	1	"Heart"	0.275
14	0.783970771144279	1	1	"Heart"	0.275
15	0.814211807668898	1	1	"Heart"	0.275
16	0.750716998682273	1	1	"Heart"	0.275
17	0.818744776232809	1	1	"Heart"	0.275
18	0.820952380952381	1	1	"Heart"	0.275
19	0.716828971393792	1	1	"Heart"	0.275
20	0.833636915604129	1	1	"Heart"	0.275
21	0.715407338308458	1	1	"Heart"	0.275
22	0.833563112745098	1	1	"Heart"	0.275
23	0.709152594648778	1	1	"Heart"	0.275
24	0.761086256965701	1	1	"Heart"	0.275
25	0.738095238095238	1	1	"Heart"	0.275
26	0.786538461538462	1	1	"Heart"	0.275
27	0.873911726852903	1	1	"Heart"	0.275
28	0.782608695652174	1	1	"Heart"	0.275
29	0.826451905626134	1	1	"Heart"	0.275
30	0.75458089668616	1	1	"Heart"	0.275
1	0.791250756200847	2	2	"Heart"	0.275
2	0.817062915679229	2	2	"Heart"	0.275
3	0.841536935286935	2	2	"Heart"	0.275
4	0.833943833943834	2	2	"Heart"	0.275
5	0.765016577993677	2	2	"Heart"	0.275
6	0.835542857142857	2	2	"Heart"	0.275
7	0.75032175032175	2	2	"Heart"	0.275
8	0.86025429715093	2	2	"Heart"	0.275
9	0.820962355798421	2	2	"Heart"	0.275
10	0.867965367965368	2	2	"Heart"	0.275
11	0.756763059701492	2	2	"Heart"	0.275
12	0.845709068776628	2	2	"Heart"	0.275
13	0.775045537340619	1	2	"Heart"	0.275
14	0.824702403518083	1	2	"Heart"	0.275
15	0.810846872302017	2	2	"Heart"	0.275
16	0.91383760951189	2	2	"Heart"	0.275
17	0.73846972114581	1	2	"Heart"	0.275
18	0.892397660818713	2	2	"Heart"	0.275
19	0.802198223039216	2	2	"Heart"	0.275
20	0.872489348752282	2	2	"Heart"	0.275
21	0.884032148002123	2	2	"Heart"	0.275
22	0.808069295646228	2	2	"Heart"	0.275
23	0.816647173489279	2	2	"Heart"	0.275
24	0.80496936691627	2	2	"Heart"	0.275
25	0.858150530966592	2	2	"Heart"	0.275
26	0.818230115361263	2	2	"Heart"	0.275
27	0.84152380952381	1	2	"Heart"	0.275
28	0.799090909090909	2	2	"Heart"	0.275
29	0.839961538461538	2	2	"Heart"	0.275
30	0.794854280510018	2	2	"Heart"	0.275
1	0.819271150334754	3	3	"Heart"	0.275
2	0.802992424242424	3	3	"Heart"	0.275
3	0.830242673992674	3	3	"Heart"	0.275
4	0.813714285714286	3	3	"Heart"	0.275
5	0.803732303732304	3	3	"Heart"	0.275
6	0.790398660986001	3	3	"Heart"	0.275
7	0.815808128544423	3	3	"Heart"	0.275
8	0.856966612691804	3	3	"Heart"	0.275
9	0.819575471698113	3	3	"Heart"	0.275
10	0.903099876314162	3	3	"Heart"	0.275
11	0.816533333333333	3	3	"Heart"	0.275
12	0.814242424242424	2	3	"Heart"	0.275
13	0.839193461330866	3	3	"Heart"	0.275
14	0.825757575757576	3	3	"Heart"	0.275
15	0.834451384069705	3	3	"Heart"	0.275
16	0.80281190926276	3	3	"Heart"	0.275
17	0.792832711442786	3	3	"Heart"	0.275
18	0.749943134430207	3	3	"Heart"	0.275
19	0.852725326809877	3	3	"Heart"	0.275
20	0.891751395153276	3	3	"Heart"	0.275
21	0.804269230769231	3	3	"Heart"	0.275
22	0.749578737745098	3	3	"Heart"	0.275
23	0.876462044186224	3	3	"Heart"	0.275
24	0.876453488372093	3	3	"Heart"	0.275
25	0.829233984406398	3	3	"Heart"	0.275
26	0.838590835827769	3	3	"Heart"	0.275
27	0.81460587919257	3	3	"Heart"	0.275
28	0.817994505494505	3	3	"Heart"	0.275
29	0.886446886446886	3	3	"Heart"	0.275
30	0.813157081014224	3	3	"Heart"	0.275
1	0.806055770838082	4	4	"Heart"	0.275
2	0.762331495098039	4	4	"Heart"	0.275
3	0.766773897058823	4	4	"Heart"	0.275
4	0.785401795993553	4	4	"Heart"	0.275
5	0.82159029856474	4	4	"Heart"	0.275
6	0.854692307692308	4	4	"Heart"	0.275
7	0.80875	4	4	"Heart"	0.275
8	0.839096549636804	4	4	"Heart"	0.275
9	0.751515151515151	4	4	"Heart"	0.275
10	0.800053126897389	4	4	"Heart"	0.275
11	0.799123904881101	4	4	"Heart"	0.275
12	0.81460631127451	4	4	"Heart"	0.275
13	0.775717338217338	4	4	"Heart"	0.275
14	0.757866403821366	4	4	"Heart"	0.275
15	0.833795975017349	4	4	"Heart"	0.275
16	0.810307774963543	4	4	"Heart"	0.275
17	0.810554029304029	4	4	"Heart"	0.275
18	0.81906496660595	4	4	"Heart"	0.275
19	0.824898708049843	4	4	"Heart"	0.275
20	0.808615384615385	4	4	"Heart"	0.275
21	0.82458929517753	4	4	"Heart"	0.275
22	0.745260572568885	4	4	"Heart"	0.275
23	0.876551150121065	4	4	"Heart"	0.275
24	0.822611416361416	4	4	"Heart"	0.275
25	0.768002480427874	4	4	"Heart"	0.275
26	0.818060937618722	4	4	"Heart"	0.275
27	0.780037546933667	4	4	"Heart"	0.275
28	0.7372557997558	4	4	"Heart"	0.275
29	0.785960477941177	4	4	"Heart"	0.275
30	0.854841155508378	4	4	"Heart"	0.275
1	0.815640318627451	5	5	"Heart"	0.275
2	0.895038605611192	5	5	"Heart"	0.275
3	0.78422890103218	5	5	"Heart"	0.275
4	0.753372319688109	5	5	"Heart"	0.275
5	0.732477827486069	5	5	"Heart"	0.275
6	0.817612942612943	5	5	"Heart"	0.275
7	0.812255956649932	5	5	"Heart"	0.275
8	0.761230769230769	5	5	"Heart"	0.275
9	0.825433657942788	5	5	"Heart"	0.275
10	0.765048396854204	5	5	"Heart"	0.275
11	0.739632586621192	5	5	"Heart"	0.275
12	0.779443091905052	5	5	"Heart"	0.275
13	0.795152344046805	5	5	"Heart"	0.275
14	0.748838095238095	5	5	"Heart"	0.275
15	0.766106442577031	5	5	"Heart"	0.275
16	0.834191033138402	5	5	"Heart"	0.275
17	0.772939644607843	5	5	"Heart"	0.275
18	0.774346153846154	5	5	"Heart"	0.275
19	0.76981882119104	5	5	"Heart"	0.275
20	0.826552380952381	5	5	"Heart"	0.275
21	0.815373397804897	5	5	"Heart"	0.275
22	0.733567808789048	5	5	"Heart"	0.275
23	0.794723294723295	5	5	"Heart"	0.275
24	0.726633393829401	5	5	"Heart"	0.275
25	0.768514223871367	5	5	"Heart"	0.275
26	0.778877761639018	5	5	"Heart"	0.275
27	0.743356802180332	5	5	"Heart"	0.275
28	0.800755648083892	5	5	"Heart"	0.275
29	0.842505180750633	5	5	"Heart"	0.275
30	0.757816764132554	5	5	"Heart"	0.275
1	0.753160723748959	6	6	"Heart"	0.275
2	0.781977405413602	6	6	"Heart"	0.275
3	0.795096852300242	6	6	"Heart"	0.275
4	0.780127599243856	6	6	"Heart"	0.275
5	0.796001834722116	6	6	"Heart"	0.275
6	0.77812475904079	6	6	"Heart"	0.275
7	0.701631433823529	6	6	"Heart"	0.275
8	0.746386183810103	6	6	"Heart"	0.275
9	0.724342663273961	6	6	"Heart"	0.275
10	0.671789409616555	6	6	"Heart"	0.275
11	0.72916179337232	6	6	"Heart"	0.275
12	0.786168280871671	6	6	"Heart"	0.275
13	0.733455882352941	6	6	"Heart"	0.275
14	0.763085818624467	6	6	"Heart"	0.275
15	0.704294856966613	6	6	"Heart"	0.275
16	0.765056972327727	6	6	"Heart"	0.275
17	0.741846153846154	6	6	"Heart"	0.275
18	0.736492673992674	6	6	"Heart"	0.275
19	0.778083028083028	6	6	"Heart"	0.275
20	0.713316369804919	6	6	"Heart"	0.275
21	0.769162002487562	6	6	"Heart"	0.275
22	0.699807692307692	6	6	"Heart"	0.275
23	0.735772976262934	6	6	"Heart"	0.275
24	0.724920965378981	6	6	"Heart"	0.275
25	0.802576255637948	6	6	"Heart"	0.275
26	0.787974925464414	6	6	"Heart"	0.275
27	0.773693568336425	6	6	"Heart"	0.275
28	0.759576923076923	6	6	"Heart"	0.275
29	0.728364106070967	6	6	"Heart"	0.275
30	0.700098365617433	6	6	"Heart"	0.275
1	0.64372734983422	7	7	"Heart"	0.275
2	0.796599208764455	7	7	"Heart"	0.275
3	0.693357104100457	7	7	"Heart"	0.275
4	0.665774787860255	7	7	"Heart"	0.275
5	0.741620448517	7	7	"Heart"	0.275
6	0.724289171203872	7	7	"Heart"	0.275
7	0.694489216363497	7	7	"Heart"	0.275
8	0.693617987735635	7	7	"Heart"	0.275
9	0.685498050607752	7	7	"Heart"	0.275
10	0.697840354090354	7	7	"Heart"	0.275
11	0.711435355392157	7	7	"Heart"	0.275
12	0.706903141961624	7	7	"Heart"	0.275
13	0.766203703703704	7	7	"Heart"	0.275
14	0.647576561369665	7	7	"Heart"	0.275
15	0.732720810647308	7	7	"Heart"	0.275
16	0.664777546456936	7	7	"Heart"	0.275
17	0.718098415346122	7	7	"Heart"	0.275
18	0.689102564102564	7	7	"Heart"	0.275
19	0.68423667915297	7	7	"Heart"	0.275
20	0.708538461538462	7	7	"Heart"	0.275
21	0.70234404536862	7	7	"Heart"	0.275
22	0.788219975490196	7	7	"Heart"	0.275
23	0.739444612590799	7	7	"Heart"	0.275
24	0.605753968253968	7	7	"Heart"	0.275
25	0.748091603053435	7	7	"Heart"	0.275
26	0.688072344322344	7	7	"Heart"	0.275
27	0.741918388977213	7	7	"Heart"	0.275
28	0.709961538461538	7	7	"Heart"	0.275
29	0.715916824196597	7	7	"Heart"	0.275
30	0.702456140350877	7	7	"Heart"	0.275
1	0.686052900086335	8	8	"Heart"	0.275
2	0.649280024509804	8	8	"Heart"	0.275
3	0.6439836227159	8	8	"Heart"	0.275
4	0.647709865196078	8	8	"Heart"	0.275
5	0.783575317604356	8	8	"Heart"	0.275
6	0.740033927056828	8	8	"Heart"	0.275
7	0.696581196581197	8	8	"Heart"	0.275
8	0.711034482758621	8	8	"Heart"	0.275
9	0.699784100547459	8	8	"Heart"	0.275
10	0.712419047619048	8	8	"Heart"	0.275
11	0.650654856537209	8	8	"Heart"	0.275
12	0.765634486945962	8	8	"Heart"	0.275
13	0.656067168148317	8	8	"Heart"	0.275
14	0.680077501709597	8	8	"Heart"	0.275
15	0.655394096165551	8	8	"Heart"	0.275
16	0.680051421657592	8	8	"Heart"	0.275
17	0.656380952380952	8	8	"Heart"	0.275
18	0.766014911746805	8	8	"Heart"	0.275
19	0.710343228200371	8	8	"Heart"	0.275
20	0.57945120533292	8	8	"Heart"	0.275
21	0.727110401945141	8	8	"Heart"	0.275
22	0.747451308581862	8	8	"Heart"	0.275
23	0.726320617689779	8	8	"Heart"	0.275
24	0.610098016868019	8	8	"Heart"	0.275
25	0.645424217150656	8	8	"Heart"	0.275
26	0.605135322692575	8	8	"Heart"	0.275
27	0.754376576714318	8	8	"Heart"	0.275
28	0.658414717238247	8	8	"Heart"	0.275
29	0.619345780206436	8	8	"Heart"	0.275
30	0.801180952380952	8	8	"Heart"	0.275
1	0.632912355447352	9	9	"Heart"	0.275
2	0.62714935615699	9	9	"Heart"	0.275
3	0.63538496652465	9	9	"Heart"	0.275
4	0.694024725274725	9	9	"Heart"	0.275
5	0.581846153846154	9	9	"Heart"	0.275
6	0.657296104686549	9	9	"Heart"	0.275
7	0.699787701872773	9	9	"Heart"	0.275
8	0.745251225490196	9	9	"Heart"	0.275
9	0.654924242424242	9	9	"Heart"	0.275
10	0.722536503325434	9	9	"Heart"	0.275
11	0.645749941134919	9	9	"Heart"	0.275
12	0.649356725146199	9	9	"Heart"	0.275
13	0.658741686415412	9	9	"Heart"	0.275
14	0.625541125541126	9	9	"Heart"	0.275
15	0.641158932803302	9	9	"Heart"	0.275
16	0.609413868159204	9	9	"Heart"	0.275
17	0.705666357452072	9	9	"Heart"	0.275
18	0.615454545454545	9	9	"Heart"	0.275
19	0.738484848484849	9	9	"Heart"	0.275
20	0.646433758886935	9	9	"Heart"	0.275
21	0.638	9	9	"Heart"	0.275
22	0.677193115475017	9	9	"Heart"	0.275
23	0.638844116969837	9	9	"Heart"	0.275
24	0.647878787878788	9	9	"Heart"	0.275
25	0.595405550034401	9	9	"Heart"	0.275
26	0.601903524195398	9	9	"Heart"	0.275
27	0.664579468150897	9	9	"Heart"	0.275
28	0.7264	9	9	"Heart"	0.275
29	0.699073018767571	9	9	"Heart"	0.275
30	0.645112325440194	9	9	"Heart"	0.275
1	0.666100086963396	10	10	"Heart"	0.275
2	0.577526726817803	10	10	"Heart"	0.275
3	0.62036545606187	10	10	"Heart"	0.275
4	0.575692307692308	10	10	"Heart"	0.275
5	0.64026044492675	10	10	"Heart"	0.275
6	0.63109217898534	10	10	"Heart"	0.275
7	0.622587316176471	10	10	"Heart"	0.275
8	0.621769230769231	10	10	"Heart"	0.275
9	0.647084216309552	10	10	"Heart"	0.275
10	0.628898865784499	10	10	"Heart"	0.275
11	0.67965367965368	10	10	"Heart"	0.275
12	0.691544566544567	10	10	"Heart"	0.275
13	0.621502209131075	10	10	"Heart"	0.275
14	0.6333106421602	10	10	"Heart"	0.275
15	0.650126023944549	10	10	"Heart"	0.275
16	0.599296536796537	10	10	"Heart"	0.275
17	0.606081495098039	10	10	"Heart"	0.275
18	0.680937118437118	10	10	"Heart"	0.275
19	0.655053453635605	10	10	"Heart"	0.275
20	0.652673776567582	10	10	"Heart"	0.275
21	0.674908921789009	10	10	"Heart"	0.275
22	0.61953216374269	10	10	"Heart"	0.275
23	0.718128789623148	10	10	"Heart"	0.275
24	0.611306475040135	10	10	"Heart"	0.275
25	0.618645999544108	10	10	"Heart"	0.275
26	0.697276508908249	10	10	"Heart"	0.275
27	0.708410636982066	10	10	"Heart"	0.275
28	0.604600389863548	10	10	"Heart"	0.275
29	0.704600389863548	10	10	"Heart"	0.275
30	0.54915526335907	10	10	"Heart"	0.275
1	0.658032082277995	11	11	"Heart"	0.275
2	0.553435114503817	11	11	"Heart"	0.275
3	0.606026194261488	11	11	"Heart"	0.275
4	0.628529143897996	11	11	"Heart"	0.275
5	0.649427952999382	11	11	"Heart"	0.275
6	0.686602307511184	11	11	"Heart"	0.275
7	0.63360739979445	11	11	"Heart"	0.275
