"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_y"
8	0.834270394086105	24	25	"Churn"	0.075
9	0.842508545824095	23	25	"Churn"	0.075
10	0.82604358977536	24	25	"Churn"	0.075
11	0.8297158215191	23	25	"Churn"	0.075
12	0.849768023707734	25	25	"Churn"	0.075
13	0.828205731844821	17	25	"Churn"	0.075
14	0.810829194843618	20	25	"Churn"	0.075
15	0.839733480041567	24	25	"Churn"	0.075
16	0.80913164312858	25	25	"Churn"	0.075
17	0.845034327651515	25	25	"Churn"	0.075
18	0.807948383150416	22	25	"Churn"	0.075
19	0.821847766884532	20	25	"Churn"	0.075
20	0.847168273150146	25	25	"Churn"	0.075
21	0.834064552545156	21	25	"Churn"	0.075
22	0.843276018099548	24	25	"Churn"	0.075
23	0.83033655135425	22	25	"Churn"	0.075
24	0.851111415400064	23	25	"Churn"	0.075
25	0.809125448778277	20	25	"Churn"	0.075
26	0.817962356792144	25	25	"Churn"	0.075
27	0.844359367023992	21	25	"Churn"	0.075
28	0.843614669794298	23	25	"Churn"	0.075
29	0.806284638711701	24	25	"Churn"	0.075
30	0.863311293089138	25	25	"Churn"	0.075
1	0.820661522894005	20	26	"Churn"	0.075
2	0.849230587121212	20	26	"Churn"	0.075
3	0.870318418560606	24	26	"Churn"	0.075
4	0.811536361206967	22	26	"Churn"	0.075
5	0.839064856711916	23	26	"Churn"	0.075
6	0.803968892464468	26	26	"Churn"	0.075
7	0.831893933076822	22	26	"Churn"	0.075
8	0.846041578613694	20	26	"Churn"	0.075
9	0.838009198809566	23	26	"Churn"	0.075
10	0.847509007760532	22	26	"Churn"	0.075
11	0.845720605751234	25	26	"Churn"	0.075
12	0.841108080098157	23	26	"Churn"	0.075
13	0.824008005050806	25	26	"Churn"	0.075
14	0.832084133313642	25	26	"Churn"	0.075
15	0.875116161437932	21	26	"Churn"	0.075
16	0.864191011880847	26	26	"Churn"	0.075
17	0.78966406499612	26	26	"Churn"	0.075
18	0.839253181730086	25	26	"Churn"	0.075
19	0.818615485645607	26	26	"Churn"	0.075
20	0.81861805337702	25	26	"Churn"	0.075
21	0.824909663401768	26	26	"Churn"	0.075
22	0.899228084386577	23	26	"Churn"	0.075
23	0.828662488189815	24	26	"Churn"	0.075
24	0.853434587953563	19	26	"Churn"	0.075
25	0.839392566256521	26	26	"Churn"	0.075
26	0.841042363433668	25	26	"Churn"	0.075
27	0.836442200198465	26	26	"Churn"	0.075
28	0.854909983633388	25	26	"Churn"	0.075
29	0.827295409181637	25	26	"Churn"	0.075
30	0.857848820524594	22	26	"Churn"	0.075
1	0.83391226195103	27	27	"Churn"	0.075
2	0.856971342383107	27	27	"Churn"	0.075
3	0.813405258737645	24	27	"Churn"	0.075
4	0.820769036175057	21	27	"Churn"	0.075
5	0.851011675530289	25	27	"Churn"	0.075
6	0.856259754738016	27	27	"Churn"	0.075
7	0.839294117647059	25	27	"Churn"	0.075
8	0.861391301961107	27	27	"Churn"	0.075
9	0.887145188955901	25	27	"Churn"	0.075
10	0.822140582601261	23	27	"Churn"	0.075
11	0.86650086043386	27	27	"Churn"	0.075
12	0.86690369261477	23	27	"Churn"	0.075
13	0.823197970147831	22	27	"Churn"	0.075
14	0.837379675689644	22	27	"Churn"	0.075
15	0.813869706996595	22	27	"Churn"	0.075
16	0.819168704742723	27	27	"Churn"	0.075
17	0.795155811549254	24	27	"Churn"	0.075
18	0.815730767890132	24	27	"Churn"	0.075
19	0.836411310325278	26	27	"Churn"	0.075
20	0.847050147492625	21	27	"Churn"	0.075
21	0.84752994011976	21	27	"Churn"	0.075
22	0.849968422075398	26	27	"Churn"	0.075
23	0.838138845705402	22	27	"Churn"	0.075
24	0.823120635355333	27	27	"Churn"	0.075
25	0.793723280217645	26	27	"Churn"	0.075
26	0.775481996447519	25	27	"Churn"	0.075
27	0.837884413216762	23	27	"Churn"	0.075
28	0.849502262443439	26	27	"Churn"	0.075
29	0.878495018032887	23	27	"Churn"	0.075
30	0.793824431613136	24	27	"Churn"	0.075
1	0.831303869429672	20	28	"Churn"	0.075
2	0.838269412878788	25	28	"Churn"	0.075
3	0.837493132407189	23	28	"Churn"	0.075
4	0.852001973381771	23	28	"Churn"	0.075
5	0.839981900452489	22	28	"Churn"	0.075
6	0.866281557552418	24	28	"Churn"	0.075
7	0.859262547348485	26	28	"Churn"	0.075
8	0.825714549873204	26	28	"Churn"	0.075
9	0.817195800657728	20	28	"Churn"	0.075
10	0.813406077644228	21	28	"Churn"	0.075
11	0.84154288159423	20	28	"Churn"	0.075
12	0.835280706754061	27	28	"Churn"	0.075
13	0.808688485990111	24	28	"Churn"	0.075
14	0.844710378117458	21	28	"Churn"	0.075
15	0.845736326681449	28	28	"Churn"	0.075
16	0.816227099994328	28	28	"Churn"	0.075
17	0.824073012597603	26	28	"Churn"	0.075
18	0.849242424242424	23	28	"Churn"	0.075
19	0.779051067935721	24	28	"Churn"	0.075
20	0.814699972283814	23	28	"Churn"	0.075
21	0.805654272867388	21	28	"Churn"	0.075
22	0.85944781500044	22	28	"Churn"	0.075
23	0.837076127089001	24	28	"Churn"	0.075
24	0.82800354644384	25	28	"Churn"	0.075
25	0.82405753968254	23	28	"Churn"	0.075
26	0.828162942823614	22	28	"Churn"	0.075
27	0.783061291379875	28	28	"Churn"	0.075
28	0.830576347305389	28	28	"Churn"	0.075
29	0.882838915891801	24	28	"Churn"	0.075
30	0.809022359345778	21	28	"Churn"	0.075
1	0.820516063749051	26	29	"Churn"	0.075
2	0.829381598793363	22	29	"Churn"	0.075
3	0.873088746057727	21	29	"Churn"	0.075
4	0.784974267550203	22	29	"Churn"	0.075
5	0.795984840840033	26	29	"Churn"	0.075
6	0.805243150019433	29	29	"Churn"	0.075
7	0.826758774630542	26	29	"Churn"	0.075
8	0.860983408748115	29	29	"Churn"	0.075
9	0.803482073455111	28	29	"Churn"	0.075
10	0.812521111726635	24	29	"Churn"	0.075
11	0.827381763663623	22	29	"Churn"	0.075
12	0.877043058933982	22	29	"Churn"	0.075
13	0.888157894736842	28	29	"Churn"	0.075
14	0.854618814035831	23	29	"Churn"	0.075
15	0.874183238636364	24	29	"Churn"	0.075
16	0.849671135846193	24	29	"Churn"	0.075
17	0.751185634567834	22	29	"Churn"	0.075
18	0.833531495067038	29	29	"Churn"	0.075
19	0.839745508982036	23	29	"Churn"	0.075
20	0.831239971227798	22	29	"Churn"	0.075
21	0.837640886125146	22	29	"Churn"	0.075
22	0.813683874206947	23	29	"Churn"	0.075
23	0.842900877934887	22	29	"Churn"	0.075
24	0.847023669368854	23	29	"Churn"	0.075
25	0.82694061257891	23	29	"Churn"	0.075
26	0.831415144103966	26	29	"Churn"	0.075
27	0.787456160860416	29	29	"Churn"	0.075
28	0.844902412122956	27	29	"Churn"	0.075
29	0.855240904621436	22	29	"Churn"	0.075
30	0.805575888551942	29	29	"Churn"	0.075
1	0.784588872476612	23	30	"Churn"	0.075
2	0.806221187639783	28	30	"Churn"	0.075
3	0.851275209358286	23	30	"Churn"	0.075
4	0.812052293648952	21	30	"Churn"	0.075
5	0.831149169978957	24	30	"Churn"	0.075
6	0.836882103245242	30	30	"Churn"	0.075
7	0.839803343166175	21	30	"Churn"	0.075
8	0.802764788403086	28	30	"Churn"	0.075
9	0.853099000639984	23	30	"Churn"	0.075
10	0.845854509788936	20	30	"Churn"	0.075
11	0.861440799884909	30	30	"Churn"	0.075
12	0.851778656126482	26	30	"Churn"	0.075
13	0.789528699798276	24	30	"Churn"	0.075
14	0.811627247461857	22	30	"Churn"	0.075
15	0.838197151158671	28	30	"Churn"	0.075
16	0.816938809763583	24	30	"Churn"	0.075
17	0.821721117424242	29	30	"Churn"	0.075
18	0.798144870357109	23	30	"Churn"	0.075
19	0.824647656506064	22	30	"Churn"	0.075
20	0.801268412438625	30	30	"Churn"	0.075
21	0.854182412925769	22	30	"Churn"	0.075
22	0.840487927335798	24	30	"Churn"	0.075
23	0.832418416392613	24	30	"Churn"	0.075
24	0.786765694724616	23	30	"Churn"	0.075
25	0.791368363372128	21	30	"Churn"	0.075
26	0.834286151203962	22	30	"Churn"	0.075
27	0.796651583710407	23	30	"Churn"	0.075
28	0.861611692142666	22	30	"Churn"	0.075
29	0.827516720974104	23	30	"Churn"	0.075
30	0.835934680620715	30	30	"Churn"	0.075
1	0.675607375649203	1	1	"Churn"	0.1
2	0.733967797266641	1	1	"Churn"	0.1
3	0.69188790560472	1	1	"Churn"	0.1
4	0.677485454085505	1	1	"Churn"	0.1
5	0.659930139720559	1	1	"Churn"	0.1
6	0.699914969662905	1	1	"Churn"	0.1
7	0.67630911893207	1	1	"Churn"	0.1
8	0.725923295454545	1	1	"Churn"	0.1
9	0.5	0	1	"Churn"	0.1
10	0.69962106490478	1	1	"Churn"	0.1
11	0.687475113122172	1	1	"Churn"	0.1
12	0.68175592738549	1	1	"Churn"	0.1
13	0.718229166666667	1	1	"Churn"	0.1
14	0.5	0	1	"Churn"	0.1
15	0.69625748502994	1	1	"Churn"	0.1
16	0.680988084667916	1	1	"Churn"	0.1
17	0.663541666666667	1	1	"Churn"	0.1
18	0.676954910974265	1	1	"Churn"	0.1
19	0.743258608437238	1	1	"Churn"	0.1
20	0.725355700765537	1	1	"Churn"	0.1
21	0.698868052856588	1	1	"Churn"	0.1
22	0.684095735522011	1	1	"Churn"	0.1
23	0.680173585694866	1	1	"Churn"	0.1
24	0.680582623205574	1	1	"Churn"	0.1
25	0.679515581154925	1	1	"Churn"	0.1
26	0.5	0	1	"Churn"	0.1
27	0.676017992424242	1	1	"Churn"	0.1
28	0.5	0	1	"Churn"	0.1
29	0.675050220972278	1	1	"Churn"	0.1
30	0.6918237465993	1	1	"Churn"	0.1
1	0.709288052373159	2	2	"Churn"	0.1
2	0.708698753169907	2	2	"Churn"	0.1
3	0.679296715278724	2	2	"Churn"	0.1
4	0.899527545666537	2	2	"Churn"	0.1
5	0.881305114638448	2	2	"Churn"	0.1
6	0.680424250684575	2	2	"Churn"	0.1
7	0.721078431372549	2	2	"Churn"	0.1
8	0.688962580547914	2	2	"Churn"	0.1
9	0.699429289021943	2	2	"Churn"	0.1
10	0.672055888223553	2	2	"Churn"	0.1
11	0.687488451589061	2	2	"Churn"	0.1
12	0.696955804144508	2	2	"Churn"	0.1
13	0.672971365556891	2	2	"Churn"	0.1
14	0.680986696230599	2	2	"Churn"	0.1
15	0.706628787878788	2	2	"Churn"	0.1
16	0.683897028618376	2	2	"Churn"	0.1
17	0.713444122043436	2	2	"Churn"	0.1
18	0.713448103792415	2	2	"Churn"	0.1
19	0.703903983117911	2	2	"Churn"	0.1
20	0.669521980997391	2	2	"Churn"	0.1
21	0.705942483303803	2	2	"Churn"	0.1
22	0.720571411368015	2	2	"Churn"	0.1
23	0.664103541520245	2	2	"Churn"	0.1
24	0.668596844578718	2	2	"Churn"	0.1
25	0.885851201467134	2	2	"Churn"	0.1
26	0.715653924499982	2	2	"Churn"	0.1
27	0.700819011981612	2	2	"Churn"	0.1
28	0.680517862995739	2	2	"Churn"	0.1
29	0.700224268031274	2	2	"Churn"	0.1
30	0.706961077844311	2	2	"Churn"	0.1
1	0.896030773420479	3	3	"Churn"	0.1
2	0.697014041895491	2	3	"Churn"	0.1
3	0.685771681111175	3	3	"Churn"	0.1
4	0.89440133037694	3	3	"Churn"	0.1
5	0.868240569770509	3	3	"Churn"	0.1
6	0.700231481481482	2	3	"Churn"	0.1
7	0.863294078407225	3	3	"Churn"	0.1
8	0.68959647716314	3	3	"Churn"	0.1
9	0.658744162520144	2	3	"Churn"	0.1
10	0.856633221850613	3	3	"Churn"	0.1
11	0.682938518417089	3	3	"Churn"	0.1
12	0.87086223523534	3	3	"Churn"	0.1
13	0.910268847006652	3	3	"Churn"	0.1
14	0.89637866687047	3	3	"Churn"	0.1
15	0.683336017941442	3	3	"Churn"	0.1
16	0.706374728080961	2	3	"Churn"	0.1
17	0.877399940924531	3	3	"Churn"	0.1
18	0.877024147727273	3	3	"Churn"	0.1
19	0.878461826347305	3	3	"Churn"	0.1
20	0.694143509521959	3	3	"Churn"	0.1
21	0.867874021562546	3	3	"Churn"	0.1
22	0.884779616755479	3	3	"Churn"	0.1
23	0.708346161740558	3	3	"Churn"	0.1
24	0.873176561793398	3	3	"Churn"	0.1
25	0.699752639517345	3	3	"Churn"	0.1
26	0.90576338555062	3	3	"Churn"	0.1
27	0.678828216090167	3	3	"Churn"	0.1
28	0.876305625728721	3	3	"Churn"	0.1
29	0.876372273913258	3	3	"Churn"	0.1
30	0.890394031781227	3	3	"Churn"	0.1
1	0.888126242486266	4	4	"Churn"	0.1
2	0.922931950417405	4	4	"Churn"	0.1
3	0.874473248106061	4	4	"Churn"	0.1
4	0.919939397860594	4	4	"Churn"	0.1
5	0.935819499649287	4	4	"Churn"	0.1
6	0.945203018325548	4	4	"Churn"	0.1
7	0.914829608973634	4	4	"Churn"	0.1
8	0.881698163622231	4	4	"Churn"	0.1
9	0.910966354667341	4	4	"Churn"	0.1
10	0.900201126307321	4	4	"Churn"	0.1
11	0.922725024727992	4	4	"Churn"	0.1
12	0.892779659071342	4	4	"Churn"	0.1
13	0.915113122171946	4	4	"Churn"	0.1
14	0.903705547998445	4	4	"Churn"	0.1
15	0.937921673519901	4	4	"Churn"	0.1
16	0.894956259426848	4	4	"Churn"	0.1
17	0.912507267911364	4	4	"Churn"	0.1
18	0.92312250499002	4	4	"Churn"	0.1
19	0.885248868778281	4	4	"Churn"	0.1
20	0.88741789819376	4	4	"Churn"	0.1
21	0.930178499684325	4	4	"Churn"	0.1
22	0.922891716566866	4	4	"Churn"	0.1
23	0.901749798873693	4	4	"Churn"	0.1
24	0.920419973544974	4	4	"Churn"	0.1
25	0.899736965162497	4	4	"Churn"	0.1
26	0.921750245821042	4	4	"Churn"	0.1
27	0.89931624589491	4	4	"Churn"	0.1
28	0.929098993857633	4	4	"Churn"	0.1
29	0.919200262209112	4	4	"Churn"	0.1
30	0.948285807931826	4	4	"Churn"	0.1
1	0.908978283917233	5	5	"Churn"	0.1
2	0.891506489867146	5	5	"Churn"	0.1
3	0.907902944111776	5	5	"Churn"	0.1
4	0.92204071969697	5	5	"Churn"	0.1
5	0.931665523352198	5	5	"Churn"	0.1
6	0.933463876548983	5	5	"Churn"	0.1
7	0.868891741548994	5	5	"Churn"	0.1
8	0.926159450749615	5	5	"Churn"	0.1
9	0.91491558908046	5	5	"Churn"	0.1
10	0.910925269531827	5	5	"Churn"	0.1
11	0.904287882620794	5	5	"Churn"	0.1
12	0.897157774550775	5	5	"Churn"	0.1
13	0.911725748544738	5	5	"Churn"	0.1
14	0.880148833467418	5	5	"Churn"	0.1
15	0.911047415468325	5	5	"Churn"	0.1
16	0.914897017045455	5	5	"Churn"	0.1
17	0.901204230087414	5	5	"Churn"	0.1
18	0.94368375857242	5	5	"Churn"	0.1
19	0.919776119402985	5	5	"Churn"	0.1
20	0.913476263399694	5	5	"Churn"	0.1
21	0.910998491704374	5	5	"Churn"	0.1
22	0.894376184363347	5	5	"Churn"	0.1
23	0.891570743553843	5	5	"Churn"	0.1
24	0.90382861819032	5	5	"Churn"	0.1
25	0.924560005543237	5	5	"Churn"	0.1
26	0.861357098893369	5	5	"Churn"	0.1
27	0.911640678046863	5	5	"Churn"	0.1
28	0.915479003593758	5	5	"Churn"	0.1
29	0.89230105907501	5	5	"Churn"	0.1
30	0.936022394859253	5	5	"Churn"	0.1
1	0.904088514744252	6	6	"Churn"	0.1
2	0.925247606927461	6	6	"Churn"	0.1
3	0.860440358391178	6	6	"Churn"	0.1
4	0.89413045970423	6	6	"Churn"	0.1
5	0.930453651752745	6	6	"Churn"	0.1
6	0.924946512623021	6	6	"Churn"	0.1
7	0.922975852272727	6	6	"Churn"	0.1
8	0.931051735023289	6	6	"Churn"	0.1
9	0.90470467032967	6	6	"Churn"	0.1
10	0.919187281180049	6	6	"Churn"	0.1
11	0.895423197492163	6	6	"Churn"	0.1
12	0.888554844083502	6	6	"Churn"	0.1
13	0.899987079268687	6	6	"Churn"	0.1
14	0.88507113807407	6	6	"Churn"	0.1
15	0.927149453737341	6	6	"Churn"	0.1
16	0.884106607983373	6	6	"Churn"	0.1
17	0.923763020833333	6	6	"Churn"	0.1
18	0.8800319664903	6	6	"Churn"	0.1
19	0.904517413712322	6	6	"Churn"	0.1
20	0.910089403832202	6	6	"Churn"	0.1
21	0.891417476754015	6	6	"Churn"	0.1
22	0.898153209433078	6	6	"Churn"	0.1
23	0.875	6	6	"Churn"	0.1
24	0.895313547658538	6	6	"Churn"	0.1
25	0.870923847887594	6	6	"Churn"	0.1
26	0.882370033812341	6	6	"Churn"	0.1
27	0.935394866989432	6	6	"Churn"	0.1
28	0.881372833896872	6	6	"Churn"	0.1
29	0.921358822386319	6	6	"Churn"	0.1
30	0.891861677406389	6	6	"Churn"	0.1
1	0.907620284226953	7	7	"Churn"	0.1
2	0.814340729873464	7	7	"Churn"	0.1
3	0.838987713185403	7	7	"Churn"	0.1
4	0.919249342869369	7	7	"Churn"	0.1
5	0.936178847443272	7	7	"Churn"	0.1
6	0.888185582213147	7	7	"Churn"	0.1
7	0.854711611434354	7	7	"Churn"	0.1
8	0.90104382560199	7	7	"Churn"	0.1
9	0.940466878010622	7	7	"Churn"	0.1
10	0.86536463108992	7	7	"Churn"	0.1
11	0.868490145302834	7	7	"Churn"	0.1
12	0.906038672865596	7	7	"Churn"	0.1
13	0.941878109891661	7	7	"Churn"	0.1
14	0.899618635833657	7	7	"Churn"	0.1
15	0.840471914206882	7	7	"Churn"	0.1
16	0.869597166220748	7	7	"Churn"	0.1
17	0.869613057032826	7	7	"Churn"	0.1
18	0.871781617683257	7	7	"Churn"	0.1
19	0.880347816105148	7	7	"Churn"	0.1
20	0.893276515151515	7	7	"Churn"	0.1
21	0.865367818047757	7	7	"Churn"	0.1
22	0.884752720559658	7	7	"Churn"	0.1
23	0.898633327964117	7	7	"Churn"	0.1
24	0.884093670752325	7	7	"Churn"	0.1
25	0.885217065868263	7	7	"Churn"	0.1
26	0.908088416285138	7	7	"Churn"	0.1
27	0.886009231536926	7	7	"Churn"	0.1
28	0.873867720179196	7	7	"Churn"	0.1
29	0.890723120231317	7	7	"Churn"	0.1
30	0.916944801026958	7	7	"Churn"	0.1
1	0.88538695347206	8	8	"Churn"	0.1
2	0.873208476215598	8	8	"Churn"	0.1
3	0.910835791543756	8	8	"Churn"	0.1
4	0.904660808349333	8	8	"Churn"	0.1
5	0.865244510978044	8	8	"Churn"	0.1
6	0.893942943411942	8	8	"Churn"	0.1
7	0.831881327996233	8	8	"Churn"	0.1
8	0.851226442238527	8	8	"Churn"	0.1
9	0.902961888980945	8	8	"Churn"	0.1
10	0.853570145730706	8	8	"Churn"	0.1
11	0.81979570923996	8	8	"Churn"	0.1
12	0.844968862667978	8	8	"Churn"	0.1
13	0.857507128411903	8	8	"Churn"	0.1
14	0.893903364533266	8	8	"Churn"	0.1
15	0.852229654403567	8	8	"Churn"	0.1
16	0.872835908286425	8	8	"Churn"	0.1
17	0.859889447948409	8	8	"Churn"	0.1
18	0.874727746212121	8	8	"Churn"	0.1
19	0.827335418472322	8	8	"Churn"	0.1
20	0.862245623102268	8	8	"Churn"	0.1
21	0.905173018470891	8	8	"Churn"	0.1
22	0.848159327651515	8	8	"Churn"	0.1
23	0.880976866938432	8	8	"Churn"	0.1
24	0.908155487804878	8	8	"Churn"	0.1
25	0.847107762342045	8	8	"Churn"	0.1
26	0.8272730542368	8	8	"Churn"	0.1
27	0.898899778106509	8	8	"Churn"	0.1
28	0.915370501893939	8	8	"Churn"	0.1
29	0.891453598484849	8	8	"Churn"	0.1
30	0.878461826347305	8	8	"Churn"	0.1
1	0.812248592115849	9	9	"Churn"	0.1
2	0.824814479638009	9	9	"Churn"	0.1
3	0.85801605918441	9	9	"Churn"	0.1
4	0.861594498910675	9	9	"Churn"	0.1
5	0.864692065166874	9	9	"Churn"	0.1
6	0.905648804897007	9	9	"Churn"	0.1
7	0.911847795110709	9	9	"Churn"	0.1
8	0.846491686709192	9	9	"Churn"	0.1
9	0.86678499529465	9	9	"Churn"	0.1
10	0.868339890757635	9	9	"Churn"	0.1
11	0.821700106879129	9	9	"Churn"	0.1
12	0.834668685078521	9	9	"Churn"	0.1
13	0.864306479746754	9	9	"Churn"	0.1
14	0.831572834525338	9	9	"Churn"	0.1
15	0.86858711031996	9	9	"Churn"	0.1
16	0.862212622458524	9	9	"Churn"	0.1
17	0.894253286579851	9	9	"Churn"	0.1
18	0.918746099073968	9	9	"Churn"	0.1
19	0.920140879157273	9	9	"Churn"	0.1
20	0.831682054924242	9	9	"Churn"	0.1
21	0.797634533753252	9	9	"Churn"	0.1
22	0.877133985517671	9	9	"Churn"	0.1
23	0.89578876190265	9	9	"Churn"	0.1
24	0.813380873894177	9	9	"Churn"	0.1
25	0.891796355765724	9	9	"Churn"	0.1
26	0.859630784277768	9	9	"Churn"	0.1
27	0.865569131364166	9	9	"Churn"	0.1
28	0.862603467124785	9	9	"Churn"	0.1
29	0.865549316544722	9	9	"Churn"	0.1
30	0.861754790253062	9	9	"Churn"	0.1
1	0.843342383107089	10	10	"Churn"	0.1
2	0.816193143097872	10	10	"Churn"	0.1
3	0.82463039110011	10	10	"Churn"	0.1
4	0.784842814371257	10	10	"Churn"	0.1
5	0.871629281465347	10	10	"Churn"	0.1
6	0.83052753835809	10	10	"Churn"	0.1
7	0.847967479674797	10	10	"Churn"	0.1
8	0.825979668192783	10	10	"Churn"	0.1
9	0.872154060207437	10	10	"Churn"	0.1
10	0.852382208488777	10	10	"Churn"	0.1
11	0.868629963196041	10	10	"Churn"	0.1
12	0.837404486826823	10	10	"Churn"	0.1
13	0.828767039550095	10	10	"Churn"	0.1
14	0.844261196031107	10	10	"Churn"	0.1
15	0.877799357406608	10	10	"Churn"	0.1
16	0.905734159457564	10	10	"Churn"	0.1
17	0.848671894763471	10	10	"Churn"	0.1
18	0.847752639517345	10	10	"Churn"	0.1
19	0.853436988543372	10	10	"Churn"	0.1
20	0.873831103438354	10	10	"Churn"	0.1
21	0.903534455714734	10	10	"Churn"	0.1
22	0.876721556886228	10	10	"Churn"	0.1
23	0.859156013257576	10	10	"Churn"	0.1
24	0.864588659455916	10	10	"Churn"	0.1
25	0.868035784483067	10	10	"Churn"	0.1
26	0.742787267377431	10	10	"Churn"	0.1
27	0.783063128240543	10	10	"Churn"	0.1
28	0.811082203660596	10	10	"Churn"	0.1
29	0.833554572271386	10	10	"Churn"	0.1
30	0.831675271005263	10	10	"Churn"	0.1
1	0.853805244819365	11	11	"Churn"	0.1
2	0.839995159667291	11	11	"Churn"	0.1
3	0.812418392913858	11	11	"Churn"	0.1
4	0.802431968784688	11	11	"Churn"	0.1
5	0.878654600301659	11	11	"Churn"	0.1
6	0.794620415262011	11	11	"Churn"	0.1
7	0.892638502403238	11	11	"Churn"	0.1
8	0.837758342443646	11	11	"Churn"	0.1
9	0.831973366809432	11	11	"Churn"	0.1
10	0.814739064856712	11	11	"Churn"	0.1
11	0.804932735426009	11	11	"Churn"	0.1
12	0.835055653933721	11	11	"Churn"	0.1
13	0.836456628477905	11	11	"Churn"	0.1
14	0.828032329988852	11	11	"Churn"	0.1
15	0.879673150164953	11	11	"Churn"	0.1
16	0.827439978355742	11	11	"Churn"	0.1
17	0.866789079822616	11	11	"Churn"	0.1
18	0.866165912518854	11	11	"Churn"	0.1
19	0.891227342955119	11	11	"Churn"	0.1
20	0.79955097394384	11	11	"Churn"	0.1
21	0.75938853302057	11	11	"Churn"	0.1
22	0.846129105268801	11	11	"Churn"	0.1
23	0.872348042355956	11	11	"Churn"	0.1
24	0.848910622178279	11	11	"Churn"	0.1
25	0.855294269655662	11	11	"Churn"	0.1
26	0.866314460314246	11	11	"Churn"	0.1
27	0.822925626106754	11	11	"Churn"	0.1
28	0.77185960591133	11	11	"Churn"	0.1
29	0.720160734504997	11	11	"Churn"	0.1
30	0.827496693121693	11	11	"Churn"	0.1
1	0.841707428187791	12	12	"Churn"	0.1
2	0.815566103104213	12	12	"Churn"	0.1
3	0.875450671910849	12	12	"Churn"	0.1
4	0.834052215984299	12	12	"Churn"	0.1
5	0.835269466417007	12	12	"Churn"	0.1
6	0.846117192990816	12	12	"Churn"	0.1
7	0.812284254907206	12	12	"Churn"	0.1
8	0.856174698795181	12	12	"Churn"	0.1
9	0.852506787330317	12	12	"Churn"	0.1
10	0.872130738522954	12	12	"Churn"	0.1
11	0.87094471520701	12	12	"Churn"	0.1
12	0.804679989881103	12	12	"Churn"	0.1
13	0.815319361277445	12	12	"Churn"	0.1
14	0.810141079702223	12	12	"Churn"	0.1
15	0.808402867692898	12	12	"Churn"	0.1
16	0.837484732457766	12	12	"Churn"	0.1
17	0.803161768325703	12	12	"Churn"	0.1
18	0.739234138257576	12	12	"Churn"	0.1
19	0.867295136391302	12	12	"Churn"	0.1
20	0.817806711901706	12	12	"Churn"	0.1
21	0.851427469135802	12	12	"Churn"	0.1
22	0.831131042037519	12	12	"Churn"	0.1
23	0.882961927102129	12	12	"Churn"	0.1
24	0.831037352071006	12	12	"Churn"	0.1
25	0.825815421530044	12	12	"Churn"	0.1
26	0.8036802413273	12	12	"Churn"	0.1
27	0.772343174623684	12	12	"Churn"	0.1
28	0.773149566105156	12	12	"Churn"	0.1
29	0.836572511481215	12	12	"Churn"	0.1
30	0.891062733096262	12	12	"Churn"	0.1
1	0.862304384997584	13	13	"Churn"	0.1
2	0.758646616541353	13	13	"Churn"	0.1
3	0.872378495823022	13	13	"Churn"	0.1
4	0.804994945798041	13	13	"Churn"	0.1
5	0.790027225378788	13	13	"Churn"	0.1
6	0.787642296989628	13	13	"Churn"	0.1
7	0.848606688391342	13	13	"Churn"	0.1
8	0.751677814938684	13	13	"Churn"	0.1
9	0.799937655126984	13	13	"Churn"	0.1
10	0.789754249705171	13	13	"Churn"	0.1
11	0.844599303135888	13	13	"Churn"	0.1
12	0.837726882403454	13	13	"Churn"	0.1
13	0.820340871845297	13	13	"Churn"	0.1
14	0.839585465410359	13	13	"Churn"	0.1
15	0.767876254180602	13	13	"Churn"	0.1
16	0.793394886363636	13	13	"Churn"	0.1
17	0.848148231685312	13	13	"Churn"	0.1
18	0.825809247465802	13	13	"Churn"	0.1
19	0.808352361057132	13	13	"Churn"	0.1
20	0.77199818501503	13	13	"Churn"	0.1
21	0.827721743382847	13	13	"Churn"	0.1
22	0.774780051017752	13	13	"Churn"	0.1
23	0.824966943428592	13	13	"Churn"	0.1
24	0.783154701961349	13	13	"Churn"	0.1
25	0.762836574090412	13	13	"Churn"	0.1
26	0.821062916606723	13	13	"Churn"	0.1
27	0.83543956043956	13	13	"Churn"	0.1
28	0.791895404197435	13	13	"Churn"	0.1
29	0.831211931906919	13	13	"Churn"	0.1
30	0.753907294890901	13	13	"Churn"	0.1
1	0.83732501986674	14	14	"Churn"	0.1
2	0.844395339493773	14	14	"Churn"	0.1
3	0.767126490530746	14	14	"Churn"	0.1
4	0.749931543372678	14	14	"Churn"	0.1
5	0.81457616892911	14	14	"Churn"	0.1
6	0.835426187437386	14	14	"Churn"	0.1
7	0.766699863972017	14	14	"Churn"	0.1
8	0.838009658292072	14	14	"Churn"	0.1
9	0.833745802688603	14	14	"Churn"	0.1
10	0.875789448115041	14	14	"Churn"	0.1
11	0.821018023276591	14	14	"Churn"	0.1
12	0.834105596878429	14	14	"Churn"	0.1
13	0.813653092006033	14	14	"Churn"	0.1
14	0.827770584568168	14	14	"Churn"	0.1
15	0.862019577769758	14	14	"Churn"	0.1
16	0.81375221480169	14	14	"Churn"	0.1
17	0.827909182899064	14	14	"Churn"	0.1
18	0.819114737883284	14	14	"Churn"	0.1
19	0.811772017045455	14	14	"Churn"	0.1
